OP,A1,A2 
+,8955,14418
+,15971,8198
+,7200,4917
+,18433,3071
+,4104,12221
+,15496,15156
+,525,1270
+,13762,8009
+,6908,5824
+,17418,14940
+,6673,9369
+,15592,9813
+,6820,10076
+,19506,14739
+,18310,14027
+,2637,12156
+,17104,18849
+,8058,7152
+,8586,11611
+,17786,19299
+,14126,9062
+,5911,11518
+,16528,15768
+,16656,6774
+,15811,9039
+,2155,847
+,14624,4459
+,97,6
+,8190,8680
-,152,0
+,14585,2070
+,10161,11342
+,4113,2949
+,18882,18685
+,3431,12873
+,6465,19700
+,18643,15223
+,19316,10649
+,19622,16559
+,12049,11319
+,4405,1902
+,13496,4200
+,17252,2356
+,5901,19723
+,15547,636
+,7839,2068
+,8635,13242
+,12330,7506
+,8158,2670
+,12791,15209
+,3968,14764
+,15379,13572
+,1278,2641
+,7534,6202
+,18707,7368
+,13021,1517
+,7173,4508
+,4003,11639
+,13935,16772
+,14183,15886
-,783,0
-,972,0
+,14094,15628
+,17934,3756
+,17406,19908
+,3644,5442
+,2346,5700
+,16989,17697
+,18529,5692
+,12848,14751
+,11334,19706
+,18250,10966
+,10120,11492
+,19639,4654
+,6179,5883
+,18399,18542
+,15803,12228
+,13409,18436
-,178,0
+,13381,19399
+,212,11997
+,3046,7635
+,11405,14458
+,1408,17242
+,3071,3790
+,12526,8222
+,18809,17632
+,2514,12619
+,15651,16045
+,7599,7840
+,16235,3181
+,12384,4128
+,733,12077
+,7280,5930
+,11306,6130
+,4244,7380
-,260,0
+,6577,19933
+,5074,10361
+,1288,17058
+,885,15118
+,16180,524
+,19171,1517
+,15579,13692
+,14577,221
+,12128,3377
+,12050,6680
+,4702,9163
+,3862,10696
+,13610,1912
+,16031,2117
+,11234,5507
+,18979,17568
+,9651,13984
+,5077,5425
+,9869,6830
+,15494,10265
+,4776,11249
+,8052,3577
+,14507,15182
-,856,0
+,15603,1039
+,2550,6858
+,19036,10644
+,3798,5713
-,629,0
+,18357,4485
+,484,2837
+,5289,2168
+,2361,5501
+,19872,10384
+,13696,2066
+,867,17683
+,14563,12920
+,1203,18345
+,3585,14635
+,10810,1830
+,12758,4579
+,15464,11610
+,17895,218
+,17168,15669
+,19501,5882
+,16076,11288
+,13365,18306
+,17799,13411
+,14057,2416
+,9173,13827
+,17408,11406
+,11231,13149
+,6947,5546
+,19470,19299
+,11573,15602
+,1084,11306
+,7399,8244
+,4090,6201
+,11575,17447
+,5481,5796
+,8627,16505
+,18671,18932
+,16962,11358
+,3843,16702
+,11037,6088
+,3583,9461
+,19958,6404
+,15220,5804
+,12010,3665
+,19554,14045
+,14553,2926
+,16189,3474
+,1082,10631
+,15356,7856
+,17998,11964
+,14464,3192
+,11380,17275
+,325,8131
-,526,0
+,7854,11810
+,17758,19919
+,3764,18690
+,11317,12717
+,19847,6080
+,19050,18740
+,12752,10888
+,7193,15264
+,13252,9258
+,3004,192
+,9996,13037
+,16376,18819
+,4127,17772
+,14767,6126
+,11072,3049
+,18697,13912
+,2721,9119
+,16324,1906
+,130,3774
+,11911,2120
+,15345,4489
+,1548,5399
+,15896,5406
+,4206,8653
+,6385,1382
-,816,0
+,19034,11309
+,553,5580
+,6195,8696
+,7821,4885
+,6463,4067
+,825,2078
-,963,0
+,15892,289
+,17947,9279
+,18555,8624
+,5720,13136
+,16739,15458
+,19161,16740
+,14211,1904
+,19894,15851
+,1790,8268
+,19906,18670
+,6888,5161
+,11251,12888
+,13513,8468
+,11877,7438
+,12417,3257
+,9640,6088
+,14924,3005
+,1945,16919
+,18992,4476
+,2998,11583
+,18636,13353
+,4572,16328
+,1603,9023
+,18713,10740
+,9415,14120
+,12264,12128
+,17005,1743
+,28,14311
+,15450,15374
+,19960,1872
-,99,0
+,9304,14445
+,4034,2670
+,11259,5561
+,13383,42
-,633,0
+,14497,9624
+,18813,14938
+,1249,19100
+,9597,5927
+,17076,9821
+,90,10508
+,4794,1029
+,13538,12315
+,12496,19490
+,17037,13735
+,15697,8593
+,2829,153
+,16810,6599
+,6538,18909
+,17884,10506
+,12561,1885
+,19770,4205
+,13721,7842
+,9305,4951
+,17112,13622
+,7143,10136
+,6217,14843
+,9192,8307
+,8616,7251
+,7930,8811
+,5378,15511
+,15516,1417
+,7449,12896
+,10943,18351
+,4151,6223
+,17779,13734
+,10214,15934
+,19969,11665
+,13660,6571
+,6440,7890
+,19391,3484
+,17951,5649
+,1512,727
+,4870,1771
+,15191,1667
+,16690,14172
+,18604,5881
+,14947,3432
+,16601,5563
+,14540,14729
+,15531,15207
+,18932,11614
+,13323,11640
-,466,0
+,1702,12992
+,19976,6567
+,9535,10068
+,5128,2490
+,12498,6338
+,2339,9969
+,9799,17405
+,3342,18260
+,19998,15714
+,10864,3033
+,6009,13446
+,15732,5317
+,347,17260
+,3455,10369
+,11201,18224
+,7653,16883
+,19731,4257
+,9837,5641
+,15754,3609
+,10196,18369
+,15194,16985
+,7729,17864
+,17870,2130
+,16070,19017
+,7891,357
+,16678,5347
+,13225,8161
+,12551,6768
+,7699,15956
+,8907,8023
+,13306,7570
+,8002,14941
+,15317,12512
+,4835,6213
+,3849,16181
+,4804,3032
+,18319,999
+,11557,3284
+,6868,18891
+,5068,1702
+,4510,7487
+,8881,17479
+,2302,8641
+,19660,18822
+,14045,5077
+,9,752
-,900,0
+,9397,518
+,2674,5008
+,4065,15958
+,11923,17692
+,18417,15567
+,14309,19870
+,9124,5934
+,3969,12188
+,12996,3923
+,5714,7235
+,4997,19612
+,7197,9567
+,4350,7366
+,10872,10752
+,16146,5772
+,13403,19334
+,10888,3302
+,7672,10162
+,2810,19866
+,3651,16071
+,14081,7826
+,9521,11299
+,10004,9441
+,518,18690
+,4458,8147
+,4494,4129
+,17160,6307
+,11179,9790
+,16051,9942
+,2544,12335
+,17610,2222
+,10013,18566
+,11265,16406
+,3782,11007
+,2224,3226
+,19240,2638
+,5465,6397
-,165,0
+,10675,11350
+,2073,10561
+,19970,2516
+,16006,11916
+,11187,1868
+,12718,3914
-,698,0
+,15931,7890
+,17888,15284
+,18497,8818
+,8448,3013
+,19848,10329
+,13874,13498
+,2366,8759
+,17863,10233
+,14053,14995
+,11885,15270
+,18053,8427
+,4847,5549
+,3574,2704
+,16062,9921
+,19098,13631
+,1642,12
+,4522,17019
+,16025,5384
+,8807,4904
-,841,0
+,14746,3783
+,15954,18893
+,7351,1147
+,1529,15177
+,16839,3649
+,10618,3080
+,14755,9006
+,17730,13477
+,2307,1878
+,10216,4555
+,7746,3968
+,8701,12121
+,16861,6027
+,19550,14216
+,6403,18258
+,8311,15455
+,15076,860
+,5031,17417
+,5434,2859
+,17066,3311
+,13188,4926
+,3123,13954
+,944,2763
+,4827,14035
+,1227,10834
+,1950,6726
+,16734,9295
+,10165,9714
+,4464,18663
+,7185,10258
+,4575,9716
+,7077,1657
+,4637,9253
+,17572,16968
+,6861,7159
+,1153,5327
+,5261,11942
+,14622,652
+,19694,72
+,9242,1810
-,3,0
+,9534,10264
+,9756,801
+,2076,16196
+,11897,862
+,16530,14594
+,18544,15517
+,17219,9302
+,18320,7976
+,14198,8670
+,626,13566
+,3643,2198
+,8408,10771
+,14169,7261
+,5796,5178
+,15847,18354
+,19724,8818
+,19200,12576
+,1619,4729
+,13025,331
+,6507,12291
+,15677,11724
-,919,0
+,9349,6060
+,569,4677
+,18676,13510
-,504,0
+,17682,71
+,6127,12847
+,13180,8606
+,11704,14601
+,19186,4193
+,8614,11892
+,3065,2441
+,9352,2464
+,6726,15505
+,17771,1227
+,1802,4239
+,4045,1622
+,19863,18912
+,11930,6291
+,2313,3922
+,9897,7452
+,13211,4280
+,1794,11852
+,8735,10030
+,7622,12530
+,1235,6937
+,17865,13477
+,3788,15077
+,2081,13696
+,494,9830
+,17903,1913
+,9071,4135
+,8845,4604
+,19426,1259
+,1770,15340
+,17663,9214
+,8662,1605
+,2989,14732
+,13279,1334
+,7923,3870
+,7512,4577
+,19781,13261
+,6306,6083
+,257,4406
+,11119,3413
+,12206,19395
+,315,15662
+,11800,16986
+,13854,14885
+,10519,7489
+,1486,5664
+,8898,19810
+,5780,8409
+,10755,1371
+,16082,516
+,15216,16863
+,1723,15241
+,8452,1324
+,785,8199
+,10186,13756
+,4154,12746
+,14720,10969
+,15447,8330
+,6308,6602
+,9926,3133
+,8288,14429
+,2648,4142
+,1989,5806
+,8607,11767
+,15157,16661
+,17360,897
+,14014,13152
+,11084,3349
+,2009,11522
+,355,13670
+,13474,16078
+,19518,19947
+,6053,15216
+,17048,11588
+,18876,1177
+,19588,2309
-,883,0
+,18894,3678
+,4336,8682
+,11063,8831
+,9526,4293
+,1020,12421
+,1483,8564
+,7771,15694
+,7517,3867
+,15608,2713
+,923,4635
+,3076,12661
+,8476,13436
+,11193,10184
+,6224,3152
+,15868,1514
+,18732,13688
+,3187,7995
+,4246,10314
-,541,0
+,16220,11146
+,18007,6275
-,579,0
+,5941,4952
+,3150,10448
+,16974,12136
+,7645,15908
+,5535,6594
-,186,0
+,132,5262
+,8667,18920
+,11257,13857
+,11512,12346
+,18540,14538
+,12381,8943
+,14372,9212
+,12678,3265
+,12085,11988
+,9664,7329
+,14748,17640
+,14325,10943
+,15582,19136
+,16334,7198
+,19366,4170
+,3489,19661
+,9000,881
+,16326,11279
+,665,12629
+,16037,1866
+,3827,14495
+,19492,16738
+,1531,15951
+,15082,18091
+,9087,17420
+,2216,15489
+,16038,1439
+,3988,3566
+,6466,2897
+,17882,12279
+,5402,9937
+,10001,18763
+,14412,5987
+,6259,16060
+,12234,541
-,883,0
+,3144,11956
+,6666,6345
+,8564,19017
+,19861,1806
+,15270,15649
+,17909,1238
+,14530,10742
+,19795,3746
+,5548,1250
+,10706,4351
+,8081,4597
+,19083,10763
+,15154,4672
+,4921,3128
-,412,0
+,11043,13192
+,13938,19750
-,677,0
+,16736,12857
+,9513,769
+,5628,2401
+,2826,15310
+,17973,15299
+,6113,1913
+,2889,3790
+,18524,4690
+,9990,10045
+,9889,6453
+,11891,18086
+,1927,10127
+,8834,13214
+,9338,18768
+,17503,3009
+,16584,80
+,1197,14585
+,7503,19814
-,284,0
+,9957,14087
+,16444,2857
+,1438,10618
+,9384,2346
+,5937,9877
+,5634,2963
+,19457,5404
+,2937,4290
+,9042,9042
+,4289,12532
+,11207,16617
+,11775,6350
+,5537,1069
+,18792,12461
+,4570,16381
+,789,4173
+,11241,6367
+,10971,4712
+,3906,4777
+,6808,6157
+,16211,5574
+,11206,18910
+,15372,402
+,16545,9476
+,4419,18322
+,18045,14532
+,5227,8609
+,10208,13548
+,11254,14256
+,11235,18521
+,9993,13491
+,9536,3905
+,1823,4105
+,7012,11005
-,833,0
+,161,5825
+,864,1551
+,12230,12651
+,12696,4289
+,2920,9368
+,2106,4761
+,10863,1997
+,14494,3047
+,12554,9705
+,15726,19554
+,18593,12429
+,7018,10693
+,1876,7653
+,255,6715
+,6722,16340
+,15457,10473
+,13746,2806
+,4031,18253
+,3305,4862
+,8809,13314
+,11272,19037
+,3115,16462
+,2300,7884
+,1592,16975
+,14330,3500
+,11565,16753
+,19859,7933
+,1883,10114
+,14132,1406
+,18850,7194
-,741,0
+,9430,7151
+,8103,10556
+,8786,1228
-,625,0
+,17446,15664
+,4269,2454
+,9696,2346
+,12031,8315
+,13690,19252
+,1059,14919
+,16022,13656
+,12668,15422
+,3271,2239
+,19222,15057
+,4150,17846
+,4695,5396
+,8478,9975
+,16153,6040
+,4828,19579
+,18132,4036
+,1982,12236
+,19220,18895
+,1959,8418
+,10760,10169
+,2324,16805
+,11110,7116
+,16940,5928
+,16655,9833
+,18351,7623
+,1766,6759
+,6020,546
+,3567,16283
+,2775,12720
+,9850,17157
+,4129,9054
+,12061,19349
+,15241,10886
+,18201,554
+,4396,14206
-,284,0
+,12555,656
+,1346,12197
+,887,12631
+,1188,12750
+,15535,13629
+,9282,10776
+,5476,13325
+,18812,14717
+,16052,9078
+,10689,8870
+,17055,11877
+,16437,1808
+,4015,3536
+,1554,16661
+,10673,16574
+,10213,3222
+,5110,2742
-,922,0
+,145,15654
+,13856,5922
+,12753,1551
+,1843,3086
+,13247,13595
+,5298,12176
+,8980,11053
-,335,0
+,3323,11622
+,10681,10792
+,13914,7106
+,11404,13498
+,15122,8315
+,17297,11010
+,3210,2199
+,16822,13417
+,7107,6811
+,15617,18144
+,11417,15566
+,2193,19923
+,12319,1985
-,915,0
+,9248,5928
+,13144,5836
+,18261,8894
+,12315,16051
+,5060,14165
+,1725,16564
+,4121,7536
+,774,4642
+,5115,15154
+,19600,1558
+,12324,3437
-,309,0
+,19210,3105
+,10202,19533
+,12630,15134
+,17749,19152
+,9373,6560
+,7274,14607
-,671,0
+,7251,14052
+,14669,16887
+,11710,13378
+,981,8457
+,12298,17805
+,8097,4704
+,17,3161
+,2698,19117
+,19063,2046
+,11401,5915
+,10917,11031
+,7099,5938
+,7092,16363
+,4024,10099
+,14694,2291
+,11327,5738
+,5669,1819
+,19539,19840
+,342,7852
+,3469,980
+,1678,1275
+,17208,15521
+,19123,7561
+,6075,8910
+,12227,5597
+,11463,14791
+,1372,17824
+,11612,6005
+,3254,7940
+,16486,19986
+,5745,16844
+,12296,4000
+,5180,479
+,1125,9794
+,2066,2329
+,9611,8183
+,7673,10265
-,725,0
+,13344,9010
+,3789,17651
+,16780,13556
+,10879,16556
+,13058,16953
+,1107,5864
+,11534,734
+,11865,1424
+,6371,17555
+,1722,3604
+,7273,17061
+,15947,11446
+,872,12280
+,8777,19110
+,14675,16124
+,4862,5244
+,10333,19472
+,4783,17801
+,19934,12366
+,2779,16456
+,6147,14931
+,10694,13395
+,5098,18866
+,16058,19054
+,17414,1393
+,3872,2016
+,4880,18780
+,10851,9034
+,11462,2640
+,12113,17941
+,2507,14762
+,3443,7973
+,12342,13980
+,17081,15300
+,45,15076
+,11708,10963
+,14268,5425
+,4681,3324
+,17114,18409
+,1764,11633
+,12746,6554
+,3488,4951
-,431,0
-,269,0
+,5904,3647
+,8892,5734
-,778,0
+,10776,16378
+,8583,18415
-,754,0
+,10686,11618
-,756,0
+,4358,12780
+,12981,8264
+,17365,2143
+,14121,8120
+,19703,2195
+,6230,12192
+,11400,4972
+,16794,19959
+,17371,18609
+,94,10153
+,19818,7756
+,6836,295
-,569,0
+,15176,11208
-,515,0
+,5366,4670
+,19352,149
+,657,9323
-,191,0
+,3319,15997
+,17931,16108
+,5852,4623
+,16122,8285
+,13291,16142
+,12832,6669
+,17096,8502
+,15857,10194
+,19150,10708
+,16024,3775
-,780,0
+,17342,11104
+,12028,6459
+,16503,5592
+,9150,12258
+,14948,14629
+,18316,14677
+,4080,1387
+,14808,522
+,1960,14949
+,14273,6317
+,3952,8005
+,8248,18791
+,15147,5892
-,670,0
+,2064,17438
+,10875,15539
+,13620,3463
+,1561,12134
+,4971,8560
+,9202,955
+,871,15501
+,18631,15171
+,4554,5114
+,9644,10512
+,17759,656
+,18521,12517
+,13152,15575
+,18072,4258
+,14768,10933
+,11102,15070
+,16895,13009
+,18154,9804
+,821,17987
+,12155,19821
+,17869,15792
+,15192,12886
+,2946,18129
+,18645,1608
+,11578,5462
+,5344,104
+,6402,10909
+,267,6992
+,1394,2437
+,3807,17057
+,18258,10905
+,8411,17878
+,1380,729
+,16565,15406
+,15546,4422
+,3117,13328
+,940,506
+,6956,6143
+,464,18135
+,9893,17880
-,749,0
+,16077,3143
+,17477,3605
+,346,3228
+,11705,4936
+,1460,6667
+,2892,14931
+,13911,8274
+,3869,6470
+,11108,1782
+,19878,1995
+,18064,1307
+,9715,19352
+,7545,13698
+,17148,6607
-,923,0
+,909,17606
+,7935,9684
+,2738,11121
+,11761,1457
+,13375,3014
+,7857,14970
+,427,1937
+,15908,14208
+,5502,16672
+,477,7729
+,13675,11542
+,7957,336
+,16464,9659
+,6941,13801
+,19864,11068
+,17399,13189
+,2351,14844
+,1822,11639
+,19617,11915
+,14793,3992
+,17756,15417
+,11926,16806
+,11881,14644
+,8956,8846
+,16653,13257
+,10861,5311
+,13592,7614
+,15700,16978
+,17405,614
+,8664,15455
+,18380,7240
+,6773,15892
+,3841,19270
+,7393,2687
+,4376,19873
+,14522,11430
+,7619,16700
+,7613,7820
+,5130,907
+,12186,18086
+,2011,2049
+,18786,16544
+,14368,991
+,16390,17741
+,8977,13492
+,14285,972
+,11821,9998
+,3921,1590
+,12263,19737
+,4916,13198
+,11120,10048
+,1004,9946
+,5224,14544
-,603,0
+,11191,14713
+,11924,10037
+,4819,15353
+,14583,3838
+,19401,6452
+,13558,13650
+,13368,17759
+,7757,14184
+,7377,3004
+,6412,19086
+,8423,1794
+,15919,11783
+,4774,6491
+,18637,4462
+,6694,16381
+,8685,9
+,7909,14898
+,5312,11946
+,11805,13162
+,6099,6332
+,8283,9763
+,390,16513
+,3824,17349
+,18373,15266
+,19041,17920
+,2277,12672
+,9610,10088
+,10059,5726
+,18020,10798
+,16269,4884
+,15522,209
+,7579,9912
+,15048,12962
+,3602,18606
+,19519,19346
-,793,0
+,4631,4887
+,15215,5309
+,3501,16181
+,19419,19136
+,2449,480
+,16740,12920
+,16343,1368
+,16371,11002
+,4967,8703
+,16609,3355
+,11624,5653
-,753,0
+,13227,19882
+,13697,3012
+,11581,1873
+,15686,1506
+,19022,11696
+,12351,1077
+,15430,3748
+,13936,14096
+,8277,15096
+,2281,11746
+,105,5034
+,15217,15709
+,14160,11795
+,15860,2615
+,14200,13549
+,6129,9472
+,603,4966
+,110,7688
+,19765,2503
+,10275,19654
-,178,0
+,18346,2338
+,14116,10650
+,15913,18905
+,1338,991
+,3768,7100
+,4857,16901
+,3993,7029
+,18733,5019
+,9245,692
+,765,14953
+,6889,3352
+,3719,124
+,8798,14879
+,3923,5275
+,11027,14658
+,17642,77
+,16048,18082
+,15544,2835
+,13119,16568
+,19386,10289
+,9805,19603
+,4038,15093
+,12447,12747
+,14226,15308
+,13653,1237
-,268,0
+,2019,13328
+,18965,13676
+,5841,19208
+,12136,11296
+,3367,11315
+,11447,19370
+,17460,3921
+,14125,2507
+,808,4253
-,446,0
+,19449,12897
-,860,0
+,14889,5150
+,7424,8183
+,7443,17941
+,14020,6861
+,15833,14143
+,10937,5267
+,15588,168
+,15422,16147
+,16217,14057
+,6026,5709
+,5625,8076
+,9047,14874
+,4330,15270
+,11494,1232
+,13564,17277
+,12942,2289
+,5059,6609
+,12177,16657
+,10320,788
+,16441,3417
+,7093,12217
+,11425,17357
+,7384,14524
+,10166,19118
-,325,0
+,7532,4310
+,2966,16086
+,18946,7831
+,11679,15153
+,12930,18414
+,9435,6097
+,659,8811
+,6815,17898
+,8036,2657
+,4507,16767
+,18794,10736
+,14644,15020
-,645,0
+,12272,9646
+,18681,13844
+,15308,1853
+,756,19149
+,6905,3770
+,6758,12172
+,15415,19689
+,2114,18218
+,15767,10937
-,594,0
+,9551,3596
+,16892,4348
+,14651,7436
+,8849,14593
+,11738,6630
+,2523,395
+,8096,10536
+,2371,4397
+,14784,7685
+,1060,6093
+,11482,11686
-,103,0
+,7978,11288
+,2192,19162
+,14092,307
+,5630,8495
+,19231,15170
+,4202,18879
+,430,5326
+,174,8676
+,1998,10375
+,14345,1241
+,4276,8540
-,293,0
+,14366,8185
+,7433,5494
+,7112,11093
+,15891,860
+,12564,18406
+,1381,17885
+,18311,848
+,3198,15491
+,14762,12834
+,962,11337
+,14501,3267
+,1124,16784
+,17937,3075
+,3624,19370
+,10552,10018
+,13192,752
+,9332,15485
+,1935,2500
+,11114,2053
+,3228,2917
+,19709,19090
+,19255,19800
+,12079,10088
+,14887,3319
+,11299,10352
+,17237,1722
+,4618,13852
+,16372,7695
+,14753,1350
+,6623,12039
+,3518,19268
+,8515,10888
+,8730,18282
+,19707,9265
+,15604,711
+,16388,9007
+,11601,16716
-,318,0
+,6645,289
+,8810,9676
+,14230,15147
+,9846,6966
+,9554,5229
+,480,4175
-,487,0
+,2270,13199
