OP,A1,A2,A3 
+,8512,8603,11533
+,18795,4331,4880
+,8242,6407,12487
+,8285,11468,13601
+,12911,4155,18747
+,18576,3543,5629
+,9379,18276,6817
+,6483,15388,15403
+,64,7059,2982
+,7055,17630,367
-,134,0,0
+,5417,13385,14372
+,13246,1642,7312
+,15500,7264,14533
-,957,0,0
+,9025,4253,17001
+,16111,9407,3010
+,14176,5517,19455
+,8190,218,1417
+,1768,9097,18699
+,12365,4669,15267
+,15356,3441,15162
+,6200,13380,15041
+,17902,4482,10870
+,19999,2893,3490
+,18410,11201,3543
+,17641,19448,7146
+,13250,1950,4714
+,9260,15130,17095
-,600,0,0
+,4689,14231,6818
+,7953,10491,10241
+,6016,785,5874
+,16789,9954,8281
+,14659,14959,17075
+,5171,1509,17921
+,10093,1446,11822
+,13725,12240,18367
+,953,4502,3262
+,19675,17464,8710
+,16667,9878,11350
+,10505,4656,9009
+,723,5485,16503
+,9103,2205,10636
+,1616,13822,1120
+,5688,2669,3104
-,562,0,0
+,11565,7751,4058
+,5680,10448,7357
+,8180,15708,2028
+,11513,17466,13725
+,14418,1380,5667
+,6302,17204,17608
+,259,6658,6044
+,4134,14972,16821
+,4170,3667,19160
+,2678,8399,1780
+,15143,9691,11617
+,19437,4041,7566
+,3116,18089,9596
+,16488,7278,4454
+,16018,19031,14657
+,12889,913,10274
+,13605,13969,17871
+,15804,10600,6868
+,2051,7949,17639
+,19671,19889,6049
+,6659,12220,13237
+,11461,13936,16700
+,13293,11911,6553
+,18306,12181,17991
+,9839,3500,15776
-,556,0,0
+,12540,11710,18022
+,7382,9897,8953
+,19469,10636,11114
+,12679,3270,4759
+,7533,18276,192
+,16451,16580,4099
+,10750,19670,6055
-,905,0,0
+,3676,6246,10209
+,2845,17822,6617
+,11107,12020,5480
+,10223,3379,8608
+,4923,8418,7037
+,9797,5824,7469
+,14307,13635,13103
+,15942,14383,13677
+,7250,13225,1915
+,1711,14629,7186
+,16361,13838,16157
+,16367,19225,12171
+,200,15171,18863
+,11997,6627,7488
+,14212,8373,17610
+,11869,19916,6374
+,1617,1992,2568
+,1033,18119,5108
+,14172,2267,15521
+,7277,469,13756
+,18290,9574,16645
+,16977,16706,5856
+,16435,9863,16627
+,2387,16112,14182
+,13897,19059,17579
+,13901,5708,11482
+,4577,12554,16121
+,12751,18406,13697
+,7174,15246,11779
+,6079,836,12065
+,7870,1435,1926
+,15018,15332,11091
+,1132,18132,8565
+,6772,9551,9939
+,958,15636,16787
+,8803,15851,9070
+,18407,13098,19607
+,9462,10323,5778
+,70,5437,2156
+,15985,11760,13916
+,6405,15619,17839
-,712,0,0
+,2649,2065,9496
+,12818,8096,9183
+,17274,2227,11539
+,4248,10457,4509
+,16421,5222,11837
+,478,12525,7784
+,7608,2340,5057
+,12719,13259,13188
+,14941,12183,3208
+,17087,2073,2914
+,18572,3335,18844
+,6593,3951,9880
+,7378,19779,15282
+,16194,384,19705
+,6426,1427,18432
+,12757,16242,6386
+,18411,8463,12607
+,7361,10647,4087
+,7358,5157,6461
+,11106,3594,3542
+,8950,17227,346
+,1230,11294,19039
+,2526,7347,9845
+,15021,11891,9298
+,18418,17900,13073
+,15865,7720,1780
+,10305,19779,9750
+,14926,10678,4933
+,11970,14011,1098
+,11431,3504,14177
+,9851,6061,737
+,13052,17446,19474
+,5308,12212,1961
+,13624,1076,4166
+,12629,17736,14723
+,19210,1694,713
+,17517,10235,5993
+,10888,9028,10806
+,10030,4029,18261
+,1023,976,5229
+,18448,16614,18831
+,3050,13942,17149
+,2177,3886,8263
+,5484,3712,8111
+,7841,15184,10822
+,18427,16919,12198
+,16071,13999,18966
+,8327,10264,13823
+,10451,14936,15119
+,18718,13593,16491
+,8871,2610,11137
+,437,19566,12388
+,17282,7658,15394
+,14491,18875,5860
+,11006,14830,18370
+,1590,1158,15793
+,10224,18280,12409
+,16289,17145,13176
+,1516,7754,9542
+,13202,17609,13649
+,7909,15560,6226
+,18305,17903,12876
+,15481,8462,11825
+,17514,17984,4113
+,9215,8256,17654
+,10160,12953,15549
+,11870,13214,10568
+,13648,9088,2733
+,7673,10367,2137
+,7695,10238,14270
+,7614,15847,17816
+,3299,15143,7840
+,19348,727,2114
+,892,5288,18882
+,17279,9743,19882
+,10970,15960,6569
+,3711,9394,150
-,442,0,0
+,2416,3133,8922
+,13800,17766,2489
+,12350,18066,19440
+,18310,10401,11330
+,15320,18673,1176
+,8264,4632,14173
+,1318,12189,3054
+,3009,7424,15311
+,12141,15987,2351
+,7126,11404,1281
+,14130,4205,19049
+,7517,9838,11115
+,11777,1000,4194
+,9572,16897,15967
+,16688,13141,431
+,17505,19039,13255
+,8051,19085,13560
-,525,0,0
+,14731,10697,6534
+,17031,18722,13022
+,1006,8196,5064
+,6392,6181,3633
+,12023,3508,1390
+,1362,12580,15416
+,16970,1197,11535
-,568,0,0
+,2599,14206,3299
+,12492,18263,9780
+,12960,11297,14043
+,3508,16564,3885
+,17343,11713,13708
+,1775,18950,19358
+,5748,15400,2142
+,17861,6913,472
+,17048,8395,9356
+,6721,10471,16413
+,9790,19440,3471
+,2468,15486,9683
+,6450,6189,15296
+,13019,13353,10432
+,9206,10508,6109
+,16733,2014,18250
+,19297,16682,11189
+,19915,13366,2031
+,9282,6442,9575
+,5557,8757,10337
+,686,2689,10790
+,2990,9980,7511
+,1673,6007,767
+,8239,1668,10819
+,13164,17526,15407
-,467,0,0
+,16662,8174,12261
+,13228,6864,4689
+,13990,2462,15210
+,3084,2114,8685
+,17529,4842,12550
+,5556,13534,1685
+,3888,19798,12978
+,8362,1886,17039
+,1377,19189,11066
+,11005,3515,18808
+,5915,12960,5405
+,19818,3475,2081
+,11341,1515,17958
-,643,0,0
+,14547,10013,6696
+,4479,16999,4494
+,3052,19475,16943
+,14964,7260,11962
+,7297,5218,11961
-,517,0,0
+,10867,17480,4961
+,13722,16355,8813
+,1137,5267,14637
+,1989,10607,13396
+,19796,9548,16860
+,1750,16545,7979
+,4769,421,12583
+,2551,19900,12154
+,11964,11549,636
+,4593,5251,10347
+,19518,15214,17083
+,4614,8264,5747
+,4824,808,2075
+,963,10784,13379
+,8463,9210,17486
+,10026,14534,3552
+,13790,4375,11825
+,14062,2294,19592
+,9920,16306,12350
+,16241,11322,899
+,11296,3076,3772
+,7684,7415,17569
+,10202,4787,16639
+,12417,11247,10495
+,5132,832,11514
+,9154,8634,10403
+,3135,3622,15733
+,10724,19888,1415
+,10591,6346,3056
+,3805,3334,655
-,601,0,0
+,11084,10564,15626
+,3453,6520,2073
+,13999,343,18045
+,7672,226,11073
+,2441,4547,6094
+,19801,17982,12583
+,15644,5445,14668
+,7687,3949,13568
+,3754,7651,17894
+,772,18429,80
+,16042,18616,16007
+,15460,5143,5043
+,3532,15418,12760
+,14690,16335,14579
+,7918,16945,11387
+,19359,4383,16566
+,14650,4761,15820
+,9142,16991,6869
+,3933,3413,12890
+,14080,12679,14954
+,5495,7423,13182
+,9390,16290,15460
+,14404,1316,8245
+,15960,15799,1501
+,18854,14566,9371
+,7632,1136,14849
+,12798,15564,13429
+,14919,7494,17978
+,11568,2019,11246
+,7704,8800,8946
+,5254,18420,6851
+,19812,9673,13611
+,8650,5653,4386
+,14943,9343,10340
+,18859,7039,5156
+,5192,5740,9077
+,11095,17960,7454
+,18362,14807,1161
+,15498,14712,11314
+,19968,7260,11717
+,2746,17245,2506
+,4275,228,15895
+,13195,12536,15994
+,3879,9574,18819
-,504,0,0
+,168,15311,16992
+,13729,3543,9626
+,19302,8038,11313
+,12248,11258,17607
+,15065,19370,10483
+,8224,4299,10727
+,18666,9236,19023
+,9285,11399,1326
+,8620,18317,1294
+,15716,11509,16733
+,16926,9393,19117
+,19950,5896,1427
-,269,0,0
+,8426,6408,7017
+,1299,3020,12575
+,11705,10354,15536
+,4912,247,19159
+,10997,17128,547
+,244,18644,5876
+,12208,3207,9324
+,15146,16059,5711
+,11424,2236,16745
+,5787,4898,992
+,3635,7437,18897
+,1309,2196,15416
+,16192,18727,2981
+,4501,16382,5649
+,15680,14884,3137
+,19053,11704,14720
+,16501,4424,5324
+,12618,4431,6406
+,9620,15947,18343
-,620,0,0
+,13436,8186,9472
+,10746,3062,8658
+,4887,12583,4086
+,12617,5681,13241
+,8543,612,15842
+,13237,13187,6443
+,8267,8597,13141
+,16653,14055,4784
+,10358,12874,1407
+,4550,4713,14298
+,18066,15512,18267
+,2922,5955,4750
+,19706,9979,6905
+,15170,17192,8106
+,15120,7337,6142
+,10885,7735,11157
+,13238,16189,17673
+,2114,9306,13831
+,6858,9249,12028
+,16,16709,15517
+,10196,2731,16744
+,6864,827,19795
+,16777,1598,18446
+,3871,1703,13843
+,2517,13898,12053
+,2917,13076,13225
+,7641,877,10843
+,16880,19262,6817
+,9545,13631,18546
+,15040,7226,11599
+,5721,14664,946
+,2629,5693,120
+,17012,9090,10225
+,12733,18573,13036
+,1870,12444,18028
+,5578,386,8712
+,5176,15274,18452
+,13086,7966,16752
+,7859,3429,9741
+,4531,19606,10123
+,9666,3908,8324
+,6597,15705,9714
+,11813,19699,12317
+,2570,16563,14612
+,10662,18884,15174
+,19218,19646,19075
-,97,0,0
+,10837,5743,16343
+,19204,7511,15749
+,8537,8598,4609
+,8928,13551,12229
+,5727,11851,11280
-,279,0,0
+,15986,16275,19290
+,14999,673,5785
+,444,6813,15970
+,984,447,18905
+,4478,18148,4705
+,9578,6835,8162
+,11684,8375,4111
+,9296,3771,10646
+,3628,14934,481
-,550,0,0
+,15604,7323,19646
+,3622,13271,16161
+,16713,5470,16184
+,19934,9508,18871
+,7528,17352,2681
+,7078,1969,8874
+,10248,19019,9172
+,9779,6137,6211
+,15445,6020,8420
+,13480,19411,7770
+,1495,11927,2654
+,6234,15220,11294
+,9305,10544,7097
+,18096,10003,17399
+,9237,1888,15685
+,18590,7359,3021
+,2198,5613,14327
+,10712,6343,1838
+,17803,326,14252
+,15837,11820,3960
+,9378,15414,9880
+,2897,3808,17713
+,7677,2318,11873
+,5101,1544,16899
+,14208,140,13357
+,11398,8581,18347
+,15115,431,4444
+,13879,15864,6349
+,11766,9081,12715
+,2853,19663,9483
+,10948,14887,5157
+,3110,18074,10351
+,1380,15559,18177
+,12847,17604,2250
+,5380,13057,5288
+,7829,16669,6190
+,2809,18207,2429
+,3893,11519,1911
+,5942,4032,12126
+,6991,13053,15484
+,2872,15744,18461
+,8632,907,15384
+,5076,10101,5606
+,8215,19705,19899
+,16605,7265,14609
+,15029,16492,12830
+,2097,18455,9322
+,7701,7302,3249
+,19000,15961,4011
+,3190,12701,19263
+,1310,17439,6319
+,1810,11857,12367
+,3072,9161,3748
+,8381,5975,15748
-,706,0,0
+,12422,17597,16067
-,532,0,0
+,15721,15436,10291
+,7010,8320,10649
+,7403,15224,18295
+,6246,19168,7995
+,15342,4438,2973
+,9985,4788,8794
+,16046,16341,17153
-,427,0,0
+,18140,7957,13512
+,11506,9636,4632
+,16882,3928,11251
+,737,17393,11483
+,8695,9194,15220
+,8049,13739,9660
+,9072,8019,1517
+,18555,4608,2537
+,15108,13042,16311
+,6559,17280,4882
-,413,0,0
+,6516,15461,18587
+,14825,10467,13958
+,6520,9030,16374
+,15496,16186,19252
+,7028,6989,16707
+,11508,18335,17422
+,4044,10567,16315
-,797,0,0
+,19638,18409,13067
+,8858,17799,10713
+,14712,8686,10451
+,9294,5799,1861
+,9325,7363,18282
+,6109,3843,16581
+,5761,5363,14574
+,2947,14715,17749
+,5797,3745,6642
+,13333,19760,5902
+,1946,17524,3394
+,16866,1884,9494
+,12349,16066,9287
+,18617,6215,6961
+,18850,3520,18764
+,13119,3738,13903
+,19741,15777,16976
+,12781,18188,4819
+,7833,11184,14817
+,6665,15706,1143
+,18557,9205,3316
+,16842,4751,7955
+,19150,4878,15616
+,19955,2339,8068
+,8525,17026,5152
+,7969,11248,17711
+,18894,8157,3801
+,9800,13831,18361
+,8305,11348,9052
+,14199,15756,12349
+,3063,4439,3999
+,11663,19394,9244
+,6998,13719,12971
+,5543,14095,1192
+,2439,18640,9830
+,10085,8574,8890
-,570,0,0
+,2544,777,12078
-,36,0,0
+,6139,18513,15331
+,6940,12256,12661
+,12529,18863,15819
+,494,1985,4853
+,16833,14091,15651
+,17580,14396,6008
+,13166,7016,19062
+,12743,6087,9479
+,12923,15867,1914
+,893,5377,3279
-,873,0,0
+,19778,2903,14347
+,97,13101,9082
+,1074,8367,19393
+,5048,18695,8981
+,17017,13632,18177
+,15434,13198,8310
+,14642,11749,16050
+,19015,4920,9664
+,15904,4287,16014
+,2522,11244,5104
+,7992,11841,18225
+,15194,16217,12336
+,16209,15173,14560
+,15844,13749,14125
+,17466,4907,13099
+,6961,12780,10933
-,507,0,0
+,4901,1878,15283
+,12565,13881,14881
+,9569,12941,14366
+,1672,18366,11621
+,14768,5045,9138
+,13011,4298,18264
+,15683,9015,7942
+,8437,12168,15680
+,17283,2318,6504
+,15396,78,1384
+,19632,9532,65
+,12851,17244,17437
+,18035,13291,19066
+,15873,18261,13836
+,17104,15898,11469
+,5655,11694,5876
+,4974,10252,9315
+,17924,1154,582
+,19718,7912,2015
+,238,6328,2676
+,17925,19745,14358
+,11325,6082,177
+,517,6994,12977
+,16941,15507,18464
-,595,0,0
+,1975,6625,10203
+,19725,18660,7136
+,2331,10209,17623
+,18825,15839,1638
+,2765,9760,10983
+,3962,11108,14731
+,463,4611,19810
+,16936,5214,14806
+,5932,946,11313
+,17310,4426,458
+,18786,16860,13958
+,10817,16884,8824
+,441,16428,1617
+,9734,8074,17315
+,1752,17391,18790
+,11599,13238,10057
+,14086,4545,10819
+,977,7477,1341
+,17951,19021,10994
+,11162,9519,10505
+,14121,15557,11734
+,15617,3178,15151
+,3049,16322,8121
+,2148,15382,17745
+,16466,12625,10232
+,1935,9145,4075
+,17566,11599,3698
+,1364,3650,1312
+,5983,14280,13030
+,10619,5782,2270
-,119,0,0
+,19,11630,10166
+,15213,2400,6502
+,16235,9248,10060
+,15315,19734,14168
+,17809,1772,16532
+,7160,12641,19989
+,903,6510,11276
+,17336,18665,2195
+,2485,8118,9301
+,541,14304,414
+,9422,10533,18052
+,5207,996,382
+,1976,11526,11588
+,11336,7875,10802
+,18075,3391,15856
+,2720,16805,196
+,746,6789,13773
-,902,0,0
+,12699,5816,5644
-,957,0,0
+,19222,4221,16010
+,8423,12116,19831
+,2543,13556,18796
+,8703,19751,1511
+,3015,13520,3485
+,2537,15864,12228
+,7290,2146,13932
+,12238,12280,12789
+,19782,234,8352
+,17843,8128,17688
+,4699,18382,7258
+,18767,16784,13785
+,3086,17524,13472
+,589,5678,14505
+,17403,3592,3899
-,871,0,0
+,14703,10453,16776
+,12230,16749,15174
+,4525,14991,5393
+,3831,19012,4352
+,6800,506,19919
+,4947,11455,1928
+,14184,2622,8718
+,18696,12289,5890
+,6512,5889,17163
+,14017,2861,3242
+,14804,4747,13849
+,13669,7814,5608
+,19696,17833,9563
+,8690,10850,5852
+,17414,4894,3787
+,12514,549,16745
+,12805,4345,3197
+,8384,8846,2744
+,17194,1075,11356
+,13430,10847,8834
+,2773,2055,16948
+,2415,16682,8094
+,10828,16773,16550
-,384,0,0
-,661,0,0
+,2061,8964,5317
+,8938,7822,5648
+,10684,8957,5702
+,18131,14075,1449
+,10563,7454,8285
+,4602,9757,18909
+,4359,9239,8126
+,17090,19961,13833
+,19576,12468,7441
+,674,8451,14701
+,1391,6186,14181
+,1492,16827,4521
+,12902,10959,3732
+,17892,14006,11326
+,10501,12505,4851
+,15298,10671,6565
+,4198,18043,8526
+,10464,18652,15967
+,10920,7338,10895
+,1966,12896,4296
+,3923,12980,10526
+,10860,15617,4549
+,14444,11589,18
+,18030,15472,16325
-,935,0,0
+,4072,19532,4388
+,13546,6331,14784
+,14192,13450,13514
+,8380,3378,1204
+,6277,7946,16544
+,13173,17822,9541
+,12784,19948,5921
+,15471,5295,18092
+,16831,3883,14357
+,720,18316,16904
+,11933,2839,1296
+,11419,8091,17015
+,13200,12785,16163
+,6843,9140,14121
+,2980,837,7896
+,4167,13956,17744
+,10743,12925,15910
+,15305,10489,15584
+,7795,7686,17702
+,10556,13104,14023
+,15538,18426,13637
+,10277,9664,15228
+,10441,13345,13633
+,5476,14879,16664
+,17969,7025,19897
+,19730,13002,4141
+,452,12881,1803
+,12766,18789,12807
+,7492,602,19537
+,12650,10986,1810
+,459,2595,1270
+,3254,13234,12338
+,14651,8347,16997
+,19902,15138,7788
+,11455,11645,12098
+,12494,4279,15819
+,11709,2910,15178
+,6011,14477,19920
+,16849,19487,15639
+,11839,13547,18307
+,7389,6358,14166
+,4239,11642,3089
+,9661,18126,11696
+,9449,19406,3213
+,1575,19050,19132
+,8273,4090,6901
+,12456,5238,478
+,12689,4812,13008
+,11958,112,9189
+,16439,705,14876
+,7135,18962,6479
-,770,0,0
+,17990,11165,2083
+,15419,15697,4850
+,907,3972,10570
+,6083,7960,2774
+,1857,3995,7641
+,6578,3333,3147
+,6162,17901,19505
+,7877,2938,19229
+,19522,4543,15762
+,9235,4835,11214
+,3118,11289,14835
+,1623,3502,3469
+,17860,15257,16097
+,6097,11751,10385
+,3770,18410,3143
+,10751,14307,8061
+,8475,5551,13950
+,7391,18022,19387
+,16783,10269,9793
+,8026,12196,9011
+,1024,10747,9621
+,5725,13924,38
+,4041,13035,11336
+,13368,3791,2485
-,486,0,0
+,5334,2682,16924
+,17148,7113,17979
+,4062,331,12718
+,14658,14428,9214
+,12696,4263,17196
+,10072,7410,15679
+,370,11827,3939
+,9943,15841,9823
+,4978,14938,4112
+,3389,2183,5167
+,9525,3830,10910
-,759,0,0
+,7434,12769,17032
+,17045,12443,7435
+,12872,9853,3728
+,9910,18227,14451
+,9499,8465,16679
+,7693,9938,19782
+,188,6780,8573
+,9102,10158,10469
+,140,9234,12979
+,6825,16372,4388
+,12386,6237,4946
+,91,19483,14897
+,19061,8993,4642
+,11722,11740,9499
+,15199,15933,1572
+,19269,16382,4917
+,1379,16193,16691
+,12082,9708,13418
+,9463,18596,17199
+,6602,13709,2279
+,13679,15057,7706
+,5030,6629,17564
+,16059,2182,9162
+,9197,7640,14231
+,8707,8063,7784
+,6906,9197,17700
+,18999,1302,4207
+,2102,17918,8505
+,12408,14145,5045
+,4358,15718,12641
-,34,0,0
+,14019,2596,11898
+,1175,17885,1169
+,1675,9835,7253
+,3983,12061,2184
+,4241,6052,11077
+,14143,13869,14811
+,4970,8765,16741
+,12486,5108,1810
+,18076,4122,16189
+,13460,1953,4689
+,13476,19467,10861
+,14623,6344,15283
+,13187,18188,788
+,3468,15,14090
+,6411,18352,3246
+,6017,18670,15521
+,474,19337,9922
+,13486,15843,16100
+,849,943,3796
+,10499,11138,5835
+,17749,2520,992
+,13858,801,7268
+,14618,18275,1931
-,844,0,0
+,7196,15822,2346
+,3314,14180,17474
+,1917,10833,5148
+,7428,19659,16265
+,15956,12782,1623
+,3048,12564,3008
+,2987,11832,6679
+,1029,10263,2698
+,8339,7335,11449
+,15774,10893,891
+,8255,15455,11145
+,7175,4928,6390
+,5522,6447,13640
+,17366,19414,816
+,15470,4335,228
+,12918,6950,10875
+,8896,2149,9234
-,194,0,0
+,12769,15634,2519
+,2595,7929,18346
+,12758,857,9289
+,8853,4996,111
-,727,0,0
+,2825,14716,17764
+,930,8506,9329
+,4073,15397,17833
+,18304,5979,13302
+,7145,5999,6967
+,69,18559,4850
+,11297,7986,1206
+,14025,9573,13519
+,1427,7575,14971
+,13440,2182,14187
+,1401,17092,15309
+,2194,3699,3422
+,12857,96,7310
+,16552,5006,13390
+,18317,1318,10665
+,1582,10209,5825
+,18187,5156,2175
-,225,0,0
+,19596,15838,7412
+,8201,15896,8437
+,18301,11456,14303
+,17102,17373,10801
+,13975,19466,12365
+,10335,8549,3051
+,228,1642,997
+,17093,9561,18616
+,14256,14617,2703
+,2540,10913,5384
+,2885,7670,14288
+,12904,13090,1551
-,703,0,0
+,16074,18623,885
-,217,0,0
+,3113,11647,3157
+,117,19582,19216
+,2748,19153,7850
+,18319,5091,4982
+,18256,11314,19581
+,10041,6062,19589
+,6689,7062,15305
+,1292,13945,8830
+,6907,18743,858
+,14787,12736,391
+,15861,2473,6782
+,2467,17919,12079
+,6152,11243,8226
+,9850,12759,4153
+,11945,19016,18928
