OP,A1,A2,A3,A4 
-,320,0,0,0
+,3828,8665,3200,8401
+,2269,8812,1158,4994
+,8271,96,1010,5908
+,6765,6001,1290,4415
+,3409,8582,7049,8236
+,2931,4176,7372,959
+,2522,7169,5259,5492
+,3364,9140,9112,9326
+,6143,7000,8506,4665
+,3250,7070,3857,1710
+,7588,5639,7397,8296
+,8254,7694,3172,3721
+,858,6927,101,3335
+,7025,2773,6976,4576
+,4423,6436,1225,4125
+,6052,4685,8101,7459
+,4070,8684,4070,7867
+,7831,4866,7001,3462
+,5478,2174,5353,7332
+,6188,9684,7191,7054
+,9739,6575,9603,8723
+,949,5277,957,5214
+,9313,876,6545,4309
+,3263,2785,1864,3169
+,3404,9440,4534,556
+,9385,1234,9726,5088
+,9032,3286,1580,5924
+,881,6697,7490,8964
+,449,6937,6131,8936
+,6715,4238,430,6768
+,3523,1506,9354,5402
+,3752,4130,3772,4711
+,1441,6381,4538,9436
+,4584,6573,8178,632
+,7508,9943,4895,4845
+,1229,2585,6117,444
+,599,6837,6108,8626
-,37,0,0,0
+,2682,4836,6743,6299
+,3429,1191,9116,8177
+,6655,2083,8318,5513
+,2310,6884,1979,1412
+,1022,2393,4649,157
+,1095,3202,6410,1879
-,636,0,0,0
+,2083,4956,4568,8762
+,7032,7451,8539,4285
-,523,0,0,0
+,3813,9381,4088,558
+,5007,3442,4978,2127
+,5787,7161,2159,357
+,921,7711,2542,4137
+,3676,5064,8684,9947
+,7202,9212,6949,2702
+,537,6523,3927,4354
-,110,0,0,0
+,7689,6352,9740,459
+,5402,9766,2727,311
+,4479,698,7503,110
-,810,0,0,0
+,4026,19,3098,1919
+,7082,9075,4600,1027
+,6744,188,6782,1540
+,5483,7895,2898,2972
+,9333,8348,9416,4968
+,1489,1591,9722,9969
+,6150,5284,7507,7281
+,7462,2586,1072,6502
+,2610,2141,5376,6402
+,3059,8593,7901,2300
+,6637,4730,9838,3349
+,6440,9087,2142,3979
+,5563,2023,7525,8341
+,5484,2168,3480,1609
+,3106,8600,8679,3994
-,497,0,0,0
+,8183,5719,8032,5645
+,3794,4101,9033,6419
+,6211,4418,7443,396
+,6861,5845,36,828
+,8,5450,157,3341
+,2797,255,3908,7975
+,444,7944,4370,804
-,665,0,0,0
+,4505,4714,5886,1099
+,583,3265,1642,8746
+,1698,4965,7082,1771
+,7707,9071,3057,9196
+,9581,1556,2343,5162
+,569,7729,2397,3050
+,2393,863,3952,8096
+,2707,4785,1986,2734
+,5031,8510,3317,3018
+,690,2262,635,5548
+,6669,5973,4048,762
-,998,0,0,0
+,275,1986,685,3339
+,2984,2151,3927,7580
+,1383,9622,6301,1377
+,2089,9881,1454,8127
+,4560,1577,8907,7149
+,2492,1834,1897,2421
+,5170,81,2948,9377
+,2969,8285,1700,6761
+,2109,6480,3720,9830
+,3275,9670,1577,8950
+,1777,6038,6726,6661
+,2321,8747,2609,6154
+,4080,4154,1733,8149
+,4778,2943,9159,8610
+,8244,2988,2210,1533
+,8164,6419,4642,1859
+,7302,9898,1010,4269
+,8594,3589,1795,6702
+,3859,315,7597,3439
+,8396,7108,796,420
-,650,0,0,0
+,2941,993,5636,9320
-,799,0,0,0
+,6319,6519,6218,3130
+,7827,7023,7996,7331
-,548,0,0,0
+,901,3217,5701,6594
+,3395,5782,4176,4815
+,4861,2495,3464,2011
+,950,7508,1384,4828
+,3340,8064,9419,9976
+,1914,3110,1005,7683
+,8418,1589,6012,9367
+,8996,7630,498,1925
+,9034,9878,3473,9104
+,2087,4966,3730,4585
+,5964,6672,6710,6003
+,1949,8621,492,9868
+,623,3615,2588,7652
+,3843,1845,4491,7896
+,2942,2407,827,5618
+,4504,2552,6631,7928
-,944,0,0,0
+,3685,7144,8535,7095
+,1732,5415,1539,6867
-,713,0,0,0
+,8924,7015,153,1261
-,509,0,0,0
+,4353,5043,99,205
+,9534,3418,8018,361
+,3993,5464,3983,9573
-,760,0,0,0
+,8857,8903,6695,6553
+,9331,7533,4781,6565
+,4323,3339,3634,3722
+,4487,9910,6924,4522
+,298,3288,2680,1551
+,6705,9040,2032,7116
+,2363,7754,3988,8078
+,2266,9397,5584,3204
+,7506,4447,6688,2703
+,3259,2567,1631,4637
+,3668,1308,9343,6630
+,372,4867,971,7749
+,9690,8136,6370,9246
+,1255,4043,5808,6314
+,8369,8037,4098,2646
+,8009,9611,8394,1391
+,3837,9485,7183,4050
+,611,5981,5709,84
+,7781,3582,5897,3345
+,7680,3255,8723,4836
+,2715,4099,5539,2390
+,8840,2252,5923,2474
+,5366,6731,3696,1815
+,1062,9451,8563,8677
+,4882,6888,6825,8923
+,5637,4954,2400,7154
+,761,7858,4728,8542
+,5501,7073,3991,1072
-,675,0,0,0
+,4916,8073,5213,7520
+,2084,325,1415,3273
+,4561,158,1092,6009
+,9320,6882,7036,8240
+,4588,6401,600,4455
+,5479,9908,6430,2782
-,137,0,0,0
+,8561,9775,668,3700
+,621,3513,4849,9874
+,4225,1319,4344,7138
+,4349,7805,8829,4927
+,546,539,2356,9918
+,4872,3415,7834,8574
+,6240,761,2829,8539
+,2544,6644,8006,4791
+,4101,8558,9538,3110
-,146,0,0,0
+,286,3501,8760,9914
+,9228,6306,9524,3055
+,1380,4948,3958,4849
+,7850,675,1180,8084
+,4915,3613,5696,6602
+,8339,1467,7130,24
+,6455,8711,5544,7418
-,565,0,0,0
+,3970,1547,8097,7733
+,1023,2450,3972,2472
+,5215,6504,8289,478
+,2432,8014,5119,4184
+,8971,3720,7976,375
+,8912,3867,8905,9913
+,1854,3686,2584,8655
+,7285,2605,7102,1599
+,2381,3158,8837,2485
+,7389,9170,8646,7140
-,735,0,0,0
+,2145,3922,9800,8147
+,643,6628,6479,1785
+,6768,4797,313,89
+,8516,2355,616,1393
+,8734,1208,1873,3955
+,6759,1473,4002,202
+,3832,1735,3020,3314
+,6927,1624,2113,3084
+,6634,8233,937,3129
+,2033,1110,2174,115
+,7670,813,769,6316
+,2879,4168,6766,4853
+,8480,3334,3870,5196
+,2710,3648,5171,8582
+,4726,7899,2494,3945
+,2960,2495,5330,6382
+,4540,1733,1242,9839
+,6698,9610,320,8921
+,7404,7505,8033,4667
+,2454,3377,3292,1937
+,7024,931,9837,393
+,8879,5731,3757,5112
+,2420,3241,8137,2799
+,3906,4621,2941,2425
+,5252,9114,8263,2741
+,9672,7729,9841,6508
+,3732,9479,2463,3415
+,435,9349,1166,884
+,9192,8039,6044,313
-,720,0,0,0
+,5682,2226,9438,5902
+,5654,6493,9137,3949
+,9959,4586,2372,4034
-,890,0,0,0
+,2458,3013,144,313
+,5390,89,5275,4032
+,3785,3484,7446,6729
+,6189,3693,9201,9413
+,9517,9267,6286,8813
+,5829,3367,464,1461
+,6442,7578,8592,1887
-,486,0,0,0
-,635,0,0,0
+,9758,7067,1653,1185
+,3195,4116,1575,7749
+,816,1078,9642,3003
+,7593,1359,4243,6147
+,7205,4467,7061,8324
+,5747,8603,599,7988
+,8336,8558,9805,610
+,6176,3771,7755,5996
+,3347,1836,2670,9846
-,752,0,0,0
+,92,474,2273,5487
-,930,0,0,0
+,2770,8617,1439,1352
+,7461,9818,2258,2926
+,195,9366,5865,1671
+,2908,8217,7201,2675
+,7780,9297,2454,3090
+,4123,8234,8662,746
+,3286,5521,4737,8255
+,3748,4065,4705,9587
+,9818,2378,8018,1285
+,9645,3813,3309,6235
+,8321,2552,2497,8278
+,4653,267,5350,2748
+,6391,8434,8482,9213
+,7815,4546,2769,1652
+,1085,9908,2981,7342
+,4357,4618,2883,6146
+,9362,7195,2809,815
+,8794,2901,3188,7443
+,6398,8214,2106,3871
+,7354,6701,9012,8467
-,530,0,0,0
+,5608,4485,1182,6085
+,8473,3101,3427,9565
+,5886,7217,9370,2307
+,3403,6153,4749,4348
-,328,0,0,0
+,8432,3650,3015,4984
+,8048,7009,1013,9434
+,7224,2916,8734,2605
+,9429,5832,8947,702
+,2535,8931,4425,8689
+,9238,3629,8887,1580
+,8987,6482,1254,3075
+,2094,6170,2307,3905
+,4722,42,8367,1397
+,9346,2998,9921,5568
+,8056,2979,9303,228
-,413,0,0,0
+,5042,8302,948,2218
+,1890,7156,9944,1229
+,6739,5797,1366,8686
+,5024,9125,898,509
+,6040,175,8223,5581
+,8132,2107,6072,6217
+,3015,4674,6469,2187
-,536,0,0,0
+,5307,24,7272,4489
+,768,1524,6740,7593
+,3397,1123,4441,9755
+,8063,6347,8635,149
+,5448,6007,567,1667
+,4926,6676,9082,1740
+,6959,8159,6277,4676
+,2553,2010,4281,5962
+,396,2308,7040,3872
-,841,0,0,0
+,1616,8632,5330,7735
+,8103,5001,3274,2524
+,8828,9196,3236,8968
+,6444,2478,2682,3730
+,6399,3663,3203,9521
+,2720,6936,3619,2884
+,8838,537,8590,6740
+,865,4149,3362,5897
+,9037,7974,5406,9570
+,724,8882,5867,2157
+,1238,23,330,5770
+,1456,1912,9352,5793
-,982,0,0,0
+,3317,1291,1863,8960
+,1510,360,2906,4757
+,6065,3931,1874,8155
+,6736,5940,2633,8186
+,3539,4549,6724,8524
+,9744,2506,1583,3274
+,514,3392,8299,936
+,983,3343,7173,158
+,9747,514,5344,5663
+,8606,6918,4242,6332
+,7897,5239,2555,4680
+,3086,985,3426,4461
+,2399,1325,2078,5696
+,3638,8017,1604,4884
+,7592,426,1435,1636
+,645,3086,945,5436
+,4612,997,6795,5856
+,3035,3203,8693,8136
+,908,5759,8718,2771
+,9185,7331,271,6505
+,1693,2383,3474,2705
+,6446,797,5859,6120
+,432,9462,8889,4221
+,4877,3569,5652,9345
+,176,8830,1487,6019
+,3650,1146,1606,9668
+,9992,1679,4709,7126
+,1880,3174,1864,4855
+,4032,7716,9596,2288
+,7865,7991,4563,9055
+,1019,1489,2016,2632
-,267,0,0,0
+,1511,2307,3125,4685
+,7535,9365,3371,7507
+,1884,4686,1042,684
+,1388,6706,3412,7579
+,4494,2094,7244,4969
+,5912,917,7188,7063
+,508,955,8463,294
-,365,0,0,0
+,993,4093,7236,6599
+,4768,4257,5828,7359
+,9027,9933,7097,2134
+,2138,3654,5225,4177
+,2056,2204,193,3755
+,610,5636,2535,6644
+,827,5321,9112,5173
+,2285,5904,5664,6674
+,6420,8792,4986,3984
+,6635,1047,2719,8331
-,403,0,0,0
+,1354,1446,8454,1710
+,8911,8057,3498,8843
+,8300,7728,2159,3346
+,494,2237,5182,603
+,9438,3412,6667,3628
+,5575,6569,2623,2693
-,679,0,0,0
-,389,0,0,0
+,5497,7962,2468,7082
+,3524,9710,724,1647
+,6764,7689,6374,9450
+,2014,7127,4591,916
+,2844,6707,9607,6586
+,9555,4001,8804,9013
+,9293,915,9529,311
+,1073,2383,2481,4198
+,342,2455,8019,9542
-,756,0,0,0
+,1578,96,5212,6444
+,5949,8221,5368,2228
+,3261,7924,8638,1852
+,1402,7297,3541,430
+,2068,7845,7871,8703
+,1047,9402,4991,5785
-,521,0,0,0
+,8508,5112,820,5669
+,7129,4582,1226,8074
+,9620,57,8427,6841
+,1627,7166,4932,5244
+,2829,839,8399,1342
+,1454,2092,8127,6939
+,285,3926,1981,3627
+,3202,6925,15,839
+,9257,2116,98,9753
-,372,0,0,0
+,8286,657,8532,3025
+,7947,405,7419,1937
+,9402,5714,1746,5433
+,3155,7293,1950,5917
+,844,6592,5499,9245
+,9980,9525,6850,9369
+,3299,1083,6393,6477
-,116,0,0,0
+,74,9209,0,9276
+,6659,9202,7660,7112
+,922,210,3890,3571
+,1424,3258,170,8894
+,7660,5026,9987,3221
+,4914,7092,3983,5822
+,8488,5616,4738,1454
+,6288,1160,9096,7725
+,9403,7526,3147,2964
+,3463,5345,7799,9908
+,5986,9966,2860,6144
+,2900,1844,7793,816
+,657,6594,1997,4882
+,6077,5827,1521,3613
+,9025,3459,983,6974
+,801,4347,8406,5568
+,6991,5662,5847,2654
-,547,0,0,0
+,9939,6872,750,4655
+,8959,6496,4674,7907
+,9013,4950,1887,737
+,5104,1884,4120,4238
+,8814,3600,7571,3237
+,2676,7682,7642,1289
+,8810,2858,7202,1751
+,431,2046,5121,8952
+,8955,1479,7265,2807
+,2233,440,788,6939
+,8747,6000,1396,5082
+,6800,258,6896,4922
+,5958,2893,6582,4680
+,2965,1529,1356,78
-,332,0,0,0
+,2650,5286,2528,254
+,2299,2073,1640,5402
+,7512,4068,5435,9910
+,3254,9539,477,7276
+,1700,1278,5909,8074
+,335,9153,9265,998
+,6789,5581,7227,3565
+,3496,949,4989,8695
+,5933,3219,159,1222
+,55,5713,2946,8782
-,535,0,0,0
+,6182,4818,8455,8724
+,289,7267,2421,1179
+,8779,8808,4337,2544
+,7541,3070,8568,2024
+,4711,8546,7862,8783
+,3430,5113,2608,1838
+,2738,9161,7100,3956
+,2660,2514,9662,8563
+,6725,9952,9078,2971
+,9261,8925,1335,6555
+,6345,1583,3758,8921
+,1915,4542,4855,6455
+,9857,4834,2746,6258
+,7657,3783,9927,5440
+,2330,450,1156,3292
+,8043,9160,6705,3681
-,840,0,0,0
-,796,0,0,0
+,3224,2524,4625,4671
+,2872,6139,6407,4507
+,2546,6546,6280,2123
+,4054,2701,361,6591
+,1714,9355,5235,7883
+,2868,6514,5338,9984
+,8333,7719,6571,9500
-,795,0,0,0
+,309,7119,4336,3764
+,6250,7291,1401,2379
+,2633,8211,4052,3239
+,586,130,846,626
+,3070,9530,6466,2725
+,7677,6125,4183,528
+,9595,2306,8521,2074
+,2539,132,7013,779
+,484,7038,4386,2914
+,5487,2934,7930,8538
+,6049,238,1045,7303
+,8892,3255,822,7815
+,8499,8693,8325,4751
-,698,0,0,0
+,3983,259,3827,5980
+,8613,5404,182,6794
+,6214,5326,8202,5941
+,906,4598,3791,7697
+,377,2742,4725,4126
+,6450,8792,9172,8168
+,3388,3279,5999,142
+,7540,3451,4139,9832
+,1098,4728,6595,3632
+,7951,6743,3406,906
+,2500,8692,8074,2766
+,3634,6688,3775,153
+,863,5557,1550,512
+,4960,927,6960,4104
+,3087,2413,5230,4333
+,2713,2097,3687,8990
+,1224,8791,9607,2078
+,3821,2208,6672,2084
+,6386,1830,4197,4799
+,840,1337,1464,4326
+,979,5473,7532,4808
+,5570,6224,5993,67
+,6417,3840,4706,8642
+,194,7425,4144,8883
-,27,0,0,0
+,9348,9667,2817,8580
+,2450,5147,3938,6427
+,5143,7379,5738,4044
-,5,0,0,0
+,6146,5925,9387,9721
+,5437,1470,3597,5310
+,3005,2718,2299,9259
+,2992,2603,437,8631
+,776,2955,7402,221
+,9287,4638,6497,1011
+,1681,6991,4318,8224
+,3475,3222,7956,8481
+,244,9957,9424,9626
-,764,0,0,0
+,6818,3998,6032,4838
+,4875,1944,8571,1848
+,4285,3940,4050,7492
+,4550,30,2305,3543
+,9021,8177,6181,9892
+,9459,7147,573,1258
+,3014,953,6052,4582
+,3457,1340,1907,8373
+,519,2254,6324,2462
+,5693,9603,1314,8128
-,174,0,0,0
+,7027,4805,3785,6158
+,5462,2478,2010,2547
+,2833,7713,6830,7576
+,62,975,5608,7429
+,4840,9861,280,3280
+,472,8982,3255,9215
+,7776,6830,4430,1836
+,362,7216,2319,6006
+,4283,754,7366,9457
+,31,202,72,1813
+,1940,7678,419,9224
-,10,0,0,0
+,2560,5722,5676,4815
+,4048,5126,9562,7669
+,893,3096,5519,8631
+,1315,1509,3887,7988
-,763,0,0,0
+,6722,2676,3455,7630
+,6263,8291,6663,2648
+,7045,1914,8905,1036
+,8699,5521,9499,4881
-,602,0,0,0
+,5764,5805,4893,6843
-,551,0,0,0
+,2499,7322,2640,4732
+,9466,200,6115,3946
+,453,1454,3427,5929
+,1377,8716,5841,7495
+,6574,432,4671,2400
+,2675,2746,8700,2080
+,2023,6488,40,8482
+,2095,9027,3121,3762
+,1786,8254,4439,9544
+,212,531,1410,895
+,4832,7339,7707,7910
+,7210,5357,7173,2310
+,1465,7289,3799,5191
+,5471,6983,3154,5360
+,7122,1793,7401,121
+,3055,6835,5331,3575
+,846,6219,6019,1009
-,826,0,0,0
+,3849,6783,1303,1508
+,6555,915,7100,1877
+,8807,1219,1561,2208
-,28,0,0,0
+,6038,5761,3846,5832
+,4844,65,813,3136
-,484,0,0,0
+,6556,3799,4881,3576
+,7972,5399,3152,6269
-,236,0,0,0
+,7867,5366,839,7976
+,5421,8473,686,1099
+,2270,5551,3540,932
+,4552,7423,5728,8996
+,7176,5314,9987,6027
+,2869,685,896,4495
+,2704,386,455,371
+,3167,9074,5088,1929
-,201,0,0,0
+,5012,7885,8248,1902
+,572,1355,3424,3922
+,8456,1281,1838,2087
+,6058,5261,5045,9050
-,499,0,0,0
-,161,0,0,0
+,2009,6590,741,8216
+,4795,4540,6339,9132
+,3889,3122,2245,3503
+,4896,2705,3696,9142
+,7430,3163,4623,3001
+,6277,8103,5842,7147
+,2504,6131,1909,1952
+,6506,2091,5014,2895
+,2426,1612,7932,9517
+,2031,1172,187,8956
+,8639,5250,424,3712
+,9341,723,4139,5296
+,7193,4214,4736,923
+,8142,8312,2595,316
+,7005,5565,6682,1105
-,355,0,0,0
+,7128,8634,1801,5204
+,2967,9602,7213,7626
+,3370,3359,2012,2958
+,2524,4557,7229,9374
+,4512,7697,256,5241
-,599,0,0,0
+,7863,3341,7522,5323
+,3628,5842,2896,4327
+,6050,2442,7665,6779
+,7577,4050,668,4302
+,9262,8162,4676,779
+,5590,7406,9130,1926
+,7244,3333,1611,727
+,8380,8407,2358,1536
+,7312,3112,8979,8331
+,1838,6771,447,9304
+,7980,6056,8095,2793
-,701,0,0,0
+,535,2258,6632,8077
+,7916,5691,344,9991
+,4997,2350,6336,1664
+,3925,3700,4435,5950
+,990,3147,2686,3530
+,517,6731,3745,9056
+,118,558,104,4867
+,9033,6186,1026,8302
+,5927,447,6212,5495
-,153,0,0,0
+,2889,338,9236,795
-,225,0,0,0
+,5159,422,5306,6890
+,9094,2031,1108,9614
+,5942,8716,8913,459
+,2619,6281,8570,9414
+,232,4881,860,7541
+,1716,2444,443,244
+,5566,8777,6095,9294
+,3598,9204,6944,6679
+,5509,2485,255,3170
+,5890,1802,9410,119
+,4807,1643,4265,5923
+,1275,6438,2500,6584
+,9767,509,6287,5376
+,9862,663,332,9091
+,446,6864,9469,8237
+,3204,4830,5298,6317
-,601,0,0,0
+,5161,758,4864,953
+,6710,7647,6975,1343
+,3629,6846,6401,5879
+,370,2947,6574,7493
+,5018,528,9902,6374
+,3232,3855,7919,7716
+,9071,8238,3887,2089
+,4028,5262,4514,1659
+,2510,5938,7779,538
+,7062,2583,916,518
+,7891,6874,6350,6625
+,6657,9596,5531,4162
+,6957,9130,4421,5633
+,7349,9393,3967,1632
+,978,6068,6891,193
+,2880,9672,1091,8882
+,6356,1556,8756,7398
+,7256,1329,8276,5768
+,1860,225,573,8973
+,2181,3290,8427,1027
+,5713,6051,2101,2188
+,5311,9739,5653,3798
+,8961,1617,9014,6678
-,479,0,0,0
+,5602,1540,8639,1730
+,7527,7310,8476,8500
+,4621,6435,7636,7706
+,2885,1361,9663,6380
+,229,4762,1613,5444
+,5920,6661,3124,8815
+,8905,8090,487,8963
+,422,1596,5590,6153
+,26,9385,506,7779
+,5836,9815,89,7332
+,6892,8994,1597,6679
+,5191,8956,1645,4614
+,1306,3157,1815,4735
+,9195,7557,8919,1698
+,9129,6310,2013,4677
+,6326,4647,6526,6175
+,8203,1183,1687,281
+,1828,6836,6833,4200
+,2744,6096,4200,8855
+,7602,3707,4263,5677
+,6245,83,9156,7210
-,830,0,0,0
+,1102,792,5593,1827
+,705,5598,6608,6070
+,1963,3844,9924,7626
+,2924,1720,8801,9906
+,7134,7547,3576,7033
+,1980,882,2056,6123
+,6754,8003,431,7148
-,171,0,0,0
+,5176,1499,5585,360
+,1757,7456,3419,6645
+,7598,5946,4314,2073
+,4692,8150,5272,5480
+,3444,1028,2216,3870
+,2572,477,4220,7798
+,9100,2612,1592,4650
+,2116,853,6222,7950
+,1960,8765,1132,6077
+,7165,3694,6958,4560
-,950,0,0,0
+,3163,152,7577,9629
-,813,0,0,0
+,6067,7651,1569,1697
+,509,8915,9698,2821
+,5786,4740,6676,5109
+,8541,6221,9231,4355
+,3895,5470,9107,9551
+,6597,1506,7019,4341
+,9981,8840,1268,6254
+,1223,3435,2729,4470
+,2277,6369,3027,7600
+,793,6103,2878,8584
+,3902,977,5665,538
+,263,9092,1888,6542
-,972,0,0,0
-,483,0,0,0
+,5189,4297,5806,1438
+,6287,8829,2736,9627
+,1068,9516,1167,6687
+,6898,9226,5305,3374
+,7526,3349,5118,874
+,8106,4502,3856,271
+,3379,1158,9127,1462
+,9309,4679,4619,1292
+,6970,2702,5585,6807
+,9263,7920,4276,5208
+,1311,6929,4667,8631
+,7928,8512,7785,214
+,1110,5956,4898,1260
+,9969,251,6739,7980
+,2664,8924,2916,2741
+,6494,8757,6344,6110
+,6745,3729,9369,2581
+,7170,810,133,1602
+,8061,1808,1863,70
+,4790,1469,734,2869
+,6199,5917,3726,9680
+,2055,8974,8459,9591
+,9210,7640,5364,2018
+,1413,4055,5946,763
+,1507,2106,2677,1366
+,9245,2034,4417,7570
+,6564,7431,281,3479
+,6457,4188,5651,8854
+,7479,6352,6284,2391
+,7607,3744,6812,9878
+,6697,8355,1936,2965
+,8866,2982,3074,5407
+,3488,2653,8377,6871
+,3673,8432,150,9926
+,3342,3935,6765,1138
+,7248,6398,2228,5537
-,699,0,0,0
+,8208,9563,9780,5041
+,9771,569,4535,4960
+,7838,8189,8568,4095
+,4609,357,8415,3932
+,4488,2360,7464,8310
+,8389,7213,6196,4737
+,6973,882,2858,1995
+,8626,2882,8953,9046
+,1774,9550,3244,6489
-,429,0,0,0
+,9394,4331,5808,5750
+,3575,4959,8094,763
+,8067,7010,7784,9218
+,8435,7449,9253,2372
-,433,0,0,0
+,5917,3557,2041,9743
+,8716,9995,91,6618
+,7300,547,3055,4170
+,4226,5221,4983,8259
+,3466,116,9834,5595
+,7146,9455,9351,7950
+,1683,4347,3327,2559
+,8875,8479,7859,6999
+,2329,6376,8043,3917
+,1773,4731,8849,9569
+,2263,3970,8132,5397
+,4801,8979,5689,8813
+,452,8496,7383,6420
+,4957,511,1258,1730
+,8894,5230,6938,2242
-,772,0,0,0
+,9336,1023,2979,5470
-,408,0,0,0
+,8568,2165,4747,4270
+,4464,6997,682,1746
+,7503,4811,1062,8594
+,3295,7447,7862,3247
-,91,0,0,0
+,174,6780,8356,3447
+,6426,8899,6533,8225
-,189,0,0,0
+,4367,7113,3996,743
+,5751,8159,2405,4328
+,5203,1963,9099,7565
+,7056,4944,1964,3808
+,3725,3249,8111,5255
+,5619,4455,3952,6061
+,1398,8734,4998,4432
+,2401,7993,9025,6223
+,2754,3437,5716,2352
+,2794,1556,8048,9833
+,4857,1253,5579,1912
+,5963,2962,4354,259
+,4133,6418,9737,4833
+,4650,7294,8287,5981
+,6265,1490,7198,7753
+,3773,3598,2160,8024
+,7570,2149,9038,9705
-,274,0,0,0
+,2045,2385,1191,550
-,789,0,0,0
+,6641,1834,8888,3139
+,1143,4654,3119,6488
+,5962,7916,6561,6687
+,1027,4878,3814,8233
+,2052,4436,5458,4377
-,351,0,0,0
+,5499,7827,5080,7543
+,4104,8050,3983,3691
+,3513,8330,1051,5365
+,602,4504,9222,4296
+,8006,5879,4900,8792
+,3822,8337,9071,2214
+,4873,7210,2128,1058
-,708,0,0,0
+,9856,9443,7932,7411
+,6232,9621,8883,26
+,8544,9865,3871,1542
+,6216,8048,2565,2297
+,1056,1970,1228,2910
-,751,0,0,0
+,8989,5784,3147,6559
+,2681,8982,9391,3294
+,2990,2024,5579,8742
+,4780,5521,4992,8016
+,8825,4531,9329,1833
+,6237,4524,2983,1984
+,4199,2632,1885,9242
+,5030,8437,3762,9464
+,1317,4070,1367,6265
+,1277,4261,9315,8760
-,139,0,0,0
+,8969,9724,3467,3556
+,8603,9924,765,8417
+,8240,2537,7746,5696
+,626,2084,8674,7740
+,4166,871,2260,9733
+,1832,6413,1978,3832
+,6252,3272,2318,8693
+,1705,8021,3506,8298
+,6579,9577,648,4485
+,4103,7978,343,2041
-,284,0,0,0
+,5507,5606,3547,8571
+,3966,7207,8556,5321
+,9795,6831,4509,5554
+,4455,1679,7471,6679
-,681,0,0,0
+,4964,6790,6466,9331
-,527,0,0,0
+,5576,2799,457,4758
+,9444,2299,3747,1825
+,7083,9229,7890,931
+,3615,7717,8479,5237
+,811,3345,6187,6717
+,8026,4186,5426,8940
+,2442,2906,3948,6508
+,7880,2046,4546,3016
+,9561,3663,5270,8525
+,2768,9689,5935,3670
+,3504,9212,8668,7111
+,6162,5907,8558,9327
+,9026,4673,3810,9299
