OP,A1,A2,A3,A4,A5,A6 
+,7402,9924,3885,121,2006,9593
+,2428,7724,780,7258,1993,8950
-,155,0,0,0,0,0
+,97,9632,9427,1466,5371,3457
+,3965,9989,449,6555,2153,9682
+,2535,606,3694,6621,4431,5717
+,8714,8309,1511,1453,6545,2050
+,1820,1666,8059,5174,5798,3620
+,9626,1515,2241,9146,821,7908
+,7340,4399,9260,6551,1850,8182
+,3975,5370,9555,3719,1288,1750
+,4432,7439,7082,2355,7846,195
+,7742,7657,8849,2375,929,9765
-,473,0,0,0,0,0
+,8951,154,3915,8853,1235,885
+,5819,110,440,7262,758,4254
+,1751,9191,8105,8582,1416,4217
+,2612,2701,8251,562,6086,7733
+,6503,4724,6458,3828,6707,3530
+,823,2737,3930,669,2582,322
+,8636,7047,2861,3054,7943,6896
+,1990,2514,5542,2693,1842,1369
+,1140,8929,2142,740,4542,1010
+,2013,661,1390,947,7659,7317
+,7940,2175,8445,1466,9121,9847
+,120,7749,4893,5942,4982,6376
+,9162,3480,1581,7020,8075,8534
+,8326,4103,1586,7094,8596,1845
+,8639,4001,9379,7397,4559,7771
+,2405,5980,1706,7299,8689,2275
+,5799,8074,7159,8584,1193,577
+,1276,5386,8039,5063,4257,9631
+,9127,8895,5212,2266,9194,4704
+,1957,9963,8533,7050,5393,9356
+,2916,9567,6363,3597,8077,2284
+,1887,3882,7674,7596,128,678
+,7339,4044,6513,2727,3234,1267
+,6054,6225,8759,7591,4865,5704
+,4131,1385,8869,9933,1599,3704
+,145,6242,5010,6293,4214,4905
+,1874,3446,8344,933,3839,9118
+,7374,6418,9923,1291,2593,1346
+,4420,6305,9053,3402,2470,833
+,2844,721,3822,4388,2242,3552
+,7020,2920,10000,4427,689,1610
+,2084,9338,3559,5059,8501,5413
+,1104,7181,4150,4289,36,208
+,8763,746,996,7881,8720,4705
+,9780,6337,4437,6334,3316,3932
+,6626,5137,5629,6667,9638,4928
+,4732,9364,7650,8078,722,5814
+,7473,3571,6948,686,154,2061
-,564,0,0,0,0,0
+,1524,1672,2087,3507,810,4234
+,1348,9513,6836,3084,1576,9255
+,3800,4017,4322,2895,6869,195
+,4047,3170,9708,1791,9306,2983
-,568,0,0,0,0,0
+,4157,3576,2068,1367,6264,1580
+,328,3547,5868,4011,6758,735
+,2745,5435,5753,2860,3389,3157
+,5180,9188,8555,5283,2523,9509
-,90,0,0,0,0,0
+,95,2753,5531,6411,5804,8407
+,4296,5085,7294,9567,6206,4843
+,8209,7017,5823,1713,8221,5231
+,72,4556,8905,2925,6075,1344
+,1578,762,4773,9693,1881,2802
+,5431,1518,3979,8492,1763,8715
-,348,0,0,0,0,0
+,9581,8429,5474,9843,1862,4995
+,759,733,2764,4384,723,5208
+,8393,896,3294,293,2222,4151
+,5640,1986,802,4070,200,6760
+,4978,692,6425,7262,4936,5137
+,7476,2022,8801,4160,1342,2810
+,303,1097,3105,4201,8462,715
+,859,3008,1110,1828,1340,251
+,4688,4728,835,8714,6248,3521
+,2567,1369,1499,6037,9769,992
+,8101,2628,3646,2694,7274,6945
+,4877,9190,4595,1016,4801,3960
+,4922,103,1851,3101,1915,1438
+,1019,2003,2300,6294,3146,8999
+,4242,1792,2132,9162,5049,1772
+,2138,9343,5410,4344,6906,8632
+,906,4727,846,1677,7797,8006
+,3158,58,1644,14,2394,9469
+,3922,28,8740,3402,6173,5721
+,9714,608,6107,1909,9447,7085
+,4866,7558,8904,7136,9381,9515
+,7968,7837,4609,3292,3121,6782
+,842,3072,2194,4581,1430,5433
+,3968,3648,2263,9361,2940,3056
+,9287,1281,598,3902,3227,3891
+,6588,5873,7704,7342,3027,757
+,4743,4745,6992,6919,6314,9585
+,9382,9758,4586,3585,2532,1146
+,4243,2217,1744,8417,7472,2279
+,4761,5542,4195,2354,313,204
+,112,3830,8078,4230,9692,7010
+,4509,4719,5537,5735,9998,5871
-,729,0,0,0,0,0
+,3615,1999,1839,4159,2037,4042
+,5371,7878,8644,4905,9315,901
+,9450,3343,435,9138,7635,4684
+,9102,5678,8785,7111,3304,3467
+,9114,6974,1499,9429,5886,1224
+,5524,1456,813,80,923,6887
+,8066,704,2785,9176,400,7352
+,9311,9541,8218,1036,492,6520
-,180,0,0,0,0,0
+,3555,7275,9781,2229,6504,7946
+,2574,4453,8,3958,4860,2905
+,3073,871,403,3424,76,9811
+,2191,650,306,2382,9107,6302
+,8349,2898,2902,252,2631,9969
-,966,0,0,0,0,0
-,656,0,0,0,0,0
+,1549,6586,8652,5928,4371,3638
+,2496,7704,779,9509,2214,4314
+,1450,8895,4923,107,6198,9691
+,4548,8586,6582,4995,318,2790
+,3542,6886,9907,599,4464,7123
+,4311,7060,9771,9767,8930,556
+,2516,7526,3715,4021,7285,717
+,1761,4271,9621,2665,1872,4649
+,6816,6526,9347,7243,9324,3938
+,4864,3658,5381,1499,7830,7458
+,4686,6783,8332,6752,7521,3476
+,9075,6551,1925,3960,226,5151
+,7251,3493,1564,146,5357,3982
+,580,7428,7906,3349,1035,142
+,6228,49,4805,8684,6922,7279
+,5152,9537,7098,3851,7228,1561
+,83,5269,9463,3479,8901,8478
+,5089,9795,3959,3794,7092,9932
+,205,4467,3958,2097,67,6545
+,9313,181,4371,1465,8714,7780
+,6081,1480,1688,4903,4064,8612
+,1819,191,3557,4559,2744,8077
+,5072,6500,8307,7364,8999,9600
+,297,7854,856,6181,472,848
-,582,0,0,0,0,0
-,802,0,0,0,0,0
+,585,5396,7738,6702,5913,4383
-,513,0,0,0,0,0
+,3514,9231,4585,6960,3869,4972
+,4604,588,8086,9211,4375,3864
+,9779,8971,4224,2957,6819,857
+,722,5091,2294,5739,6605,607
+,1999,8231,1962,3719,1819,9685
+,4461,1232,7628,1110,6662,7707
+,3058,6643,8678,6864,5567,3605
+,4150,3623,1201,3554,551,602
+,8528,4151,3382,8808,6455,1171
+,4846,5217,5434,5333,6021,2210
+,45,7681,1407,7347,5029,4309
+,9438,540,1835,496,6007,5052
+,6309,4127,9800,4711,1754,9718
+,421,6397,910,4940,8743,7083
+,3383,1871,9552,2020,3288,6773
+,9489,9446,9166,9209,5061,7254
+,2376,3831,9695,616,2743,5987
+,9541,1600,5869,8412,4600,9557
+,6242,3231,6116,5660,2844,2560
+,8536,6040,1262,2762,4925,1993
+,5646,5524,5501,5577,5517,4400
+,8475,8816,5427,2566,7509,3510
+,9854,3938,3855,3519,2296,9348
+,8723,5421,3880,676,6372,4273
+,611,7917,8846,7087,3989,7580
+,9692,4560,6954,3135,793,3035
-,832,0,0,0,0,0
+,6261,1941,5589,4621,2876,3754
+,8143,2567,9086,2924,4914,3791
+,8556,886,6782,3405,2958,1216
+,8131,2692,8941,9061,881,7183
+,3668,5159,6273,1303,9943,8678
+,3350,4335,8427,9204,4890,2085
-,613,0,0,0,0,0
+,7933,6159,154,6444,9709,7671
+,4234,7623,6804,3126,89,1653
+,7670,3532,6969,337,8105,89
+,3129,2967,3688,5456,1468,2058
+,9099,1231,1202,449,6731,2090
+,9409,443,9314,4913,7520,7116
+,4036,9071,714,7907,1465,9095
+,195,9408,9244,3366,11,5309
-,861,0,0,0,0,0
+,5846,9854,8649,808,7055,7577
+,9416,7524,4749,7213,4962,2573
+,7711,4576,7795,3628,1460,970
+,5406,8782,3132,6322,1760,9003
+,1119,7256,5571,4644,3207,2230
+,7847,3412,9193,7545,3722,1869
+,6072,8305,487,1950,842,3201
+,8468,7699,8052,8020,8446,7455
+,6724,4637,2849,3902,1672,4518
+,9965,5931,1540,2354,5582,8015
+,843,9088,7125,3028,6773,929
+,6847,8557,4663,4869,723,3236
+,4394,1543,3198,8893,4938,4871
+,5052,9865,5820,5493,9977,2587
+,936,5736,9000,3994,7968,196
+,875,2549,4223,4214,7003,4028
+,7444,1121,3869,8388,9871,1876
+,8836,208,878,115,3466,4715
+,5592,815,9980,8671,2502,3653
+,4330,4518,9356,5280,6731,5227
+,666,2891,7441,2420,6054,1025
+,1718,1627,1950,9877,3840,8432
+,5477,7868,1816,4406,7201,9440
+,5641,4958,8545,1464,9912,4381
+,9003,376,6331,5304,5833,246
+,6005,3550,1777,2788,5779,4490
-,146,0,0,0,0,0
+,9977,7836,5478,1716,266,8437
+,5755,7281,8860,2871,1182,3051
+,3252,7752,357,4927,6053,761
+,5111,9205,9108,4303,4562,7063
+,5421,414,2340,6212,1921,891
+,9870,8784,6436,2672,3060,1651
+,1373,8775,6867,9040,3712,3946
-,905,0,0,0,0,0
+,9238,4576,6042,3992,5658,2969
+,414,6323,1349,3593,5471,3725
+,2042,4276,7455,3021,3266,4033
+,2300,6728,7784,2870,9208,5961
+,5261,887,272,4263,4598,7100
+,961,6160,2397,8117,3345,9547
-,504,0,0,0,0,0
+,3131,9050,1601,5456,4512,3525
+,4140,6887,3311,2388,9613,8443
+,2917,3548,959,9918,7342,5514
+,2031,8137,8058,9516,2132,7111
-,465,0,0,0,0,0
+,1604,4339,755,8104,5260,631
+,2897,5719,4703,7827,8502,322
+,8169,921,785,6527,3496,9729
+,703,5331,9272,2844,7319,6449
+,3999,5111,898,8870,5383,7819
+,6186,5160,9372,3195,5690,7318
-,990,0,0,0,0,0
+,4506,9679,238,898,1580,7867
+,2619,2839,152,8825,8026,2780
+,71,441,2154,5771,5557,7365
+,7992,6323,230,6372,3051,6964
+,3299,4388,5255,2463,9167,5186
+,8909,2185,9900,3965,2265,2652
+,7932,8220,6521,2449,8049,6564
+,9668,8326,6412,6583,9653,6976
+,789,1444,7421,6798,2206,692
+,3185,5073,9891,2915,2821,4079
+,7527,3234,1496,5063,1044,1327
+,7820,1898,9887,6434,9073,7337
+,6476,2625,3890,3568,9365,9897
+,5470,8306,8501,9419,8247,7354
+,7336,5638,2648,8168,8150,1973
+,1977,9123,5893,7165,5210,201
+,3245,6576,7055,1510,4368,4754
+,8006,5627,8196,6184,5327,569
+,8561,8958,2815,8424,6997,474
+,7789,4946,5743,4703,5239,6850
+,8483,9534,1010,2418,4368,515
+,8193,4043,5408,7420,9620,2644
+,6104,5291,7039,5332,358,5547
+,2457,2051,8673,8215,850,8595
+,4910,4551,9672,138,1014,4515
+,2466,2567,4422,7905,5093,7985
+,6287,9511,9214,6213,3419,7149
+,7273,5941,6771,7509,4767,9002
-,775,0,0,0,0,0
+,8224,7764,7267,3307,1532,7987
+,1044,7155,4380,1835,7458,6258
+,1652,7119,6441,2559,813,9772
-,293,0,0,0,0,0
+,2560,7319,5474,4260,6976,1833
+,4122,9900,6214,4272,8098,9538
+,2976,7149,337,8957,5376,6400
+,9556,3058,690,9284,3839,9563
+,1316,1233,6323,5750,533,2683
+,7300,6531,3797,9745,5013,9289
+,3121,9757,1036,1501,272,4473
+,3634,1710,8095,9259,1460,4750
+,7173,776,3430,1119,4593,5027
+,6048,7975,881,1986,6896,2591
+,713,8190,3067,904,4456,50
+,2545,8449,1622,3280,9435,4734
+,2389,3194,6576,1263,5463,477
+,1899,2593,3466,6872,6491,2079
+,7074,3798,3353,5657,3926,761
+,5493,6522,5096,7079,3003,6072
+,9013,110,3883,7518,7599,9611
+,9651,25,5068,8795,299,5435
+,4067,8989,2870,5006,5522,7385
+,8089,7509,5170,2704,5213,7531
+,6230,147,3635,5555,6288,5784
+,8221,3701,7009,9109,5055,5327
-,62,0,0,0,0,0
-,259,0,0,0,0,0
+,1010,8680,4470,5699,6008,7868
-,668,0,0,0,0,0
+,4269,6145,2519,5003,5246,7767
+,7551,6168,1567,6275,6233,4028
+,9163,1850,4414,9635,7809,2970
+,1118,7150,9591,8366,7759,8342
+,7705,3474,788,1145,9727,1240
+,3891,8625,8142,5575,6749,7855
-,898,0,0,0,0,0
+,168,2795,9891,5583,5784,8745
+,5909,2690,9462,126,4276,6052
-,12,0,0,0,0,0
+,7159,3141,6871,8463,3420,7829
+,9302,5314,2851,3445,7246,4899
+,3768,6001,2258,9560,25,7082
+,2309,9257,6772,6531,3053,19
+,7153,3904,4724,4284,3204,4529
+,91,4235,5852,4475,770,2276
+,958,6007,3371,741,1309,7697
+,8433,2730,6921,9502,9887,1597
+,7770,4825,7415,7633,9671,7313
+,6419,4921,9449,459,8575,1122
+,9376,5364,3419,5111,9475,10
+,293,4189,5202,1084,309,9268
+,6836,8859,2193,1298,2070,5905
-,191,0,0,0,0,0
+,6045,9469,2315,4773,7362,4962
+,2803,6088,6738,3432,2085,9549
+,5796,2393,8738,393,1776,5771
+,7534,7525,7031,5279,4857,3726
-,671,0,0,0,0,0
+,4389,3875,2909,2654,7209,1979
+,3025,6927,695,1920,578,8670
+,3048,1437,280,8844,9297,2150
+,8826,2339,8725,1772,4367,5797
+,4060,1344,4946,1408,2379,7755
+,5496,5412,8789,8673,5742,166
+,3858,7375,8682,7409,8097,123
+,3297,5123,1974,8451,7331,5
+,4312,4554,9565,3081,4279,2629
+,2455,1909,4279,9181,2892,2243
+,7718,2048,4607,1679,8557,6526
+,2440,1128,453,1856,8476,5708
+,6524,39,6959,4733,7091,4365
+,156,903,1771,6031,9360,6845
-,709,0,0,0,0,0
-,915,0,0,0,0,0
+,5092,9964,2332,3259,160,3934
+,8355,6884,7567,9363,8273,4152
+,6091,7898,6560,9299,9851,4655
+,699,3424,7379,7357,7040,5839
+,7421,1562,5867,2646,3339,4475
+,2617,8073,1525,5070,4737,8673
+,2129,5824,7206,7363,117,1969
+,5678,9158,6312,1038,2259,7678
+,3592,5723,1473,7139,8019,8299
+,3038,428,4196,7172,1645,7177
+,4286,512,3556,7207,205,6555
+,5758,1959,3631,5851,5904,5797
+,5328,1399,9321,344,3662,1512
+,2642,4008,3381,2118,9736,4070
+,9987,6950,7440,584,1907,9542
+,1766,7374,8203,8380,2090,5455
+,7403,5018,4326,9231,293,76
+,8807,3012,4107,3206,720,7743
+,7748,2588,1182,7137,5209,2218
+,1308,756,4786,2857,3838,3295
+,5779,7277,491,8255,3346,2379
+,2524,8492,8723,9536,7822,7160
+,5764,1017,9452,4689,4847,186
+,8453,737,5180,1478,7537,706
+,7729,4053,6848,3147,6124,42
+,9268,791,1787,6666,2075,4531
+,3349,2314,6355,5730,5697,4962
+,7575,4420,3754,9627,7524,5213
+,5649,5546,6679,3079,7684,5314
-,708,0,0,0,0,0
+,7166,581,9599,2820,7879,7925
+,2562,7971,3314,99,1401,7962
+,800,9098,2050,4614,3761,7723
+,23,9339,3057,2626,6204,6943
+,9957,558,5332,2822,1056,2605
+,1006,4219,7476,3199,7903,2318
+,4619,976,4870,6879,787,9577
+,7900,2827,4555,6619,7520,1105
+,2495,7163,5275,451,707,7668
+,887,4060,9973,6256,1521,8250
-,861,0,0,0,0,0
+,365,2525,3089,6332,3680,1844
+,5137,7692,6683,7469,976,7672
+,6949,2529,8671,6981,6263,6514
+,4892,9312,568,8788,3627,2009
+,6424,871,5287,6433,7033,9536
+,2012,161,1045,8865,2780,5478
+,5203,149,3978,1736,1704,8124
+,2470,6009,5314,9895,3775,948
+,9925,8848,251,3007,7138,4372
+,8269,1753,9363,9357,990,5381
+,7898,8146,301,9128,4140,5090
+,3253,1196,7948,6171,1634,5262
+,2806,9803,9219,6699,633,4798
+,7878,5446,1138,8520,3064,1007
-,601,0,0,0,0,0
+,9664,6444,3417,9306,1336,7225
+,9558,3317,3420,2698,2714,6528
+,1178,8873,5441,7208,5590,1090
+,9557,6406,1135,8860,8633,4304
+,6093,4723,8097,6379,624,6775
+,6970,491,6765,5769,33,9627
+,5283,9022,6840,6860,5678,4815
+,2426,7650,5013,468,5692,4821
+,672,3241,8806,8491,5359,4062
-,40,0,0,0,0,0
+,6927,182,918,5399,5487,5678
-,561,0,0,0,0,0
+,3241,5107,7806,3845,804,3736
+,1078,3392,6534,544,8176,5110
+,8733,860,7388,3800,4460,2218
+,4867,7372,7395,2565,8196,9775
+,7606,3328,6390,202,5054,3706
-,717,0,0,0,0,0
+,1425,3893,7411,8526,8696,7319
+,8915,3271,5813,3441,1158,9493
+,265,6686,3230,6290,7123,8961
+,3228,276,394,5278,7994,9373
+,3811,6711,3680,8255,5185,5063
+,9949,602,309,3177,7127,581
+,6583,5249,7633,2233,9840,1209
+,807,6680,4383,8230,1728,6708
+,6587,2325,1748,1263,5872,5284
+,895,3366,5766,1001,7487,9229
+,9945,3451,5537,8254,2373,823
-,701,0,0,0,0,0
-,554,0,0,0,0,0
+,6451,2782,8895,5230,5548,7206
+,1511,6290,9297,5795,3884,7390
-,397,0,0,0,0,0
+,7219,1457,3888,5225,7893,7541
+,1784,7864,1216,8819,8290,7979
+,354,1435,9774,2907,4974,1811
+,9164,9690,5741,4186,6623,6694
+,6236,8478,9844,743,4369,9008
+,8586,9225,999,1670,6691,7155
-,44,0,0,0,0,0
+,3954,6885,6219,4275,4646,6502
+,5068,1833,4368,6915,2193,6772
+,6211,8733,2393,9219,5744,2759
+,4515,2491,1610,8502,8280,5701
+,3491,3764,9814,6749,3566,6012
+,6049,5729,4915,5608,5925,6509
-,185,0,0,0,0,0
+,8753,4461,3155,6304,477,2871
+,6250,709,5199,8912,6491,3900
+,2530,1035,2334,2513,6513,3935
+,992,3843,5287,1339,7045,7727
+,9483,7752,9894,3773,2350,6469
+,9547,6600,8265,3360,9127,8248
+,9588,7619,5502,1957,1529,3076
+,8292,2357,3977,6259,3325,5599
+,1458,1078,4012,4287,8746,1716
+,3764,1101,3671,5827,3426,3550
+,1494,7001,9650,263,7974,6922
+,909,3969,3966,6924,7907,9416
+,9653,9401,2328,1412,7636,8290
-,415,0,0,0,0,0
+,3697,6434,924,1275,3491,4637
+,7892,6955,9937,3944,4017,5242
+,7559,9839,4944,2455,1467,7714
+,9936,2553,5266,1794,9468,2493
+,3327,4541,7720,5588,5604,8582
+,2321,1385,6477,9444,9916,7058
+,5083,8052,6246,3799,1138,5525
+,7706,2865,2064,4107,9191,2278
+,8135,5453,8951,2040,769,9587
+,9278,7884,4526,2106,5333,2488
+,7733,5365,8646,5130,2931,4419
+,2227,6350,5769,8515,8346,6522
+,8926,3456,3535,3956,9275,3127
+,2332,2997,4519,4873,745,4909
+,7163,3959,6076,6173,1000,9756
+,4807,4080,6278,2441,2367,2740
+,5776,3268,5856,566,3950,779
-,24,0,0,0,0,0
+,872,5062,8472,731,5967,1222
+,3367,9232,3622,867,1291,3171
+,8850,2681,9519,9483,3606,4041
+,6357,174,880,4706,5123,6861
+,8065,2223,6617,4163,8673,9591
+,3626,3382,4266,4556,902,9186
+,2649,1242,6586,7339,6575,8167
-,227,0,0,0,0,0
+,9708,2313,792,7609,1310,860
+,3304,753,7280,5098,3985,8814
+,9610,5983,3292,7475,7400,2751
+,4632,1971,3249,7708,3419,1714
+,2785,2039,8182,7600,4094,7204
+,9452,6960,2787,7513,860,3609
+,4930,8147,7174,8458,62,6782
+,7971,3411,6974,4374,9056,3850
+,7242,1925,4277,1917,548,3415
+,2755,6756,7948,1872,4135,2896
+,6781,4965,7345,7160,9019,8465
+,3899,2474,9002,4699,478,1480
+,1755,5518,7454,6801,3349,8714
+,8508,2939,4271,395,2627,4761
+,4052,6371,3421,3069,2208,9960
+,7536,8919,4793,1633,4708,2177
+,4855,209,6907,7489,3982,8296
+,7727,4293,2085,8143,9231,5302
+,3454,2888,8355,5814,1368,1701
+,3596,309,9072,4135,9874,5361
+,6115,4021,4343,8092,7938,5797
+,5584,6538,1154,845,1801,6436
+,7935,6224,5198,1869,7250,5350
+,9806,3558,4588,5502,9283,2974
+,5011,6605,8567,2931,4345,2294
+,4203,135,2372,452,5215,1699
+,5418,1205,6327,7781,5916,7152
+,1599,1563,3208,1082,1895,3213
+,3579,5140,4419,115,7443,4243
+,1163,2439,4375,9957,7885,406
+,3015,9891,35,7373,7687,3923
+,579,7650,4625,2422,7264,5208
+,4599,4813,8054,673,7554,8107
+,247,9769,1642,5119,4259,402
+,5360,5730,8889,9980,449,4645
-,446,0,0,0,0,0
+,9172,356,5414,3922,24,4449
+,1323,2896,9837,3261,8954,189
+,7479,9195,5296,3860,979,7275
+,9145,4980,3302,5319,5212,1944
+,9845,5958,8292,445,1656,9696
+,4819,956,1433,7267,1752,2076
+,4689,5768,6101,2528,4518,7722
+,5334,1763,5017,9803,3753,9184
+,2704,8789,4582,5094,2477,5483
+,3650,5997,8649,7319,8023,4154
+,6046,1443,3589,1577,9113,4940
+,9048,2978,7268,6495,9606,4164
+,2486,1593,3801,8230,9109,5139
+,4178,1939,4469,1301,3551,3859
+,9042,1787,9660,5798,5403,9218
+,7453,2391,4124,4137,6292,2684
+,1497,6584,1724,9132,5068,920
+,2750,4219,6232,7285,147,1742
+,6428,508,5952,6284,5365,3760
+,255,6902,9728,7078,8309,3974
+,1807,6039,7326,5459,204,3309
+,4043,6897,7522,7889,2443,6481
+,9144,7572,4241,3699,7013,8250
+,6171,4106,3449,8241,9810,6242
+,2984,2480,1321,8395,7369,7763
+,2075,5592,4739,5163,6472,4879
+,7544,4665,951,1564,5689,4340
+,8237,8635,3804,6093,8788,5298
+,9188,3183,8734,1694,6842,3432
+,1127,8723,1245,4745,1778,6593
+,9921,4452,3137,9981,6315,46
+,7904,2558,2233,9552,2423,3353
+,6375,2532,238,5417,8410,7258
+,1472,4730,3972,5162,4164,7989
+,8161,2612,3967,1863,9019,7855
+,8248,3922,6780,1499,1491,6805
+,652,4773,4003,213,4412,8970
+,3545,8871,1469,4911,9199,215
-,154,0,0,0,0,0
-,753,0,0,0,0,0
+,7554,3611,9993,253,1799,8417
+,2161,4669,5446,2489,3832,6432
+,256,8293,2358,6809,7598,7090
+,1024,9879,4121,5738,5281,405
+,3953,874,7261,7316,7010,5213
+,4082,8153,7817,5914,6038,2270
+,2144,5949,4769,5837,7288,6666
+,7066,1047,1159,9827,9898,9584
+,8706,7442,4660,1226,9150,9465
+,3662,557,3304,3382,6390,4216
+,5889,3773,6516,3791,6953,9164
+,1609,8802,7937,4117,8056,3344
+,4206,5136,2239,2107,5072,1188
-,402,0,0,0,0,0
+,219,4718,4882,6833,6699,9607
+,9673,6907,622,5316,4203,4611
+,2930,1180,4277,5410,880,6193
+,2801,857,9504,8989,1277,4770
+,1905,6785,4609,6638,6327,6785
+,6728,5976,9469,8356,2459,5897
+,4040,1036,9356,8352,1178,1503
+,1080,2977,1487,9628,5885,2212
+,570,2096,9499,771,5066,529
+,531,9444,9041,4589,6851,1202
-,581,0,0,0,0,0
+,5687,4714,3887,9702,4789,3616
+,1678,2482,2702,127,7857,4576
+,967,1791,593,3186,8270,8548
+,8783,7545,5730,1016,7928,9128
+,2804,4027,4405,8452,2464,7443
+,1676,7119,4482,4819,3902,5568
+,4748,3498,1807,4378,2356,1796
+,8997,5730,212,5327,3399,4687
+,5579,5815,4133,8164,8007,8931
+,924,5257,4932,7634,8238,2201
+,5390,2014,5195,1921,9862,6616
+,4174,1801,5732,6610,4118,557
+,3504,5672,6633,6138,482,2479
+,4741,5357,6507,6205,2537,509
+,3641,8830,4455,3828,9682,3941
+,4537,2172,4549,1581,2550,2391
+,3806,9228,8273,5736,9875,935
+,6590,8366,3814,3505,7788,3896
+,9296,9245,4591,9566,450,3949
-,732,0,0,0,0,0
+,2889,8353,3493,4467,1353,3054
+,8041,9684,4433,7536,1999,7930
+,5654,8952,6119,2204,2133,621
+,7650,6731,5164,3876,6214,6327
+,3866,1728,8761,7867,6630,7093
+,7110,6798,4954,9621,418,7380
+,8372,9825,3344,9649,9397,807
+,9041,286,2988,1493,7172,7178
+,748,4329,6773,5592,5981,5276
+,5441,2117,401,8069,9055,5877
+,5797,227,9233,6400,3819,295
+,6977,6727,7429,7834,27,427
+,2756,9869,1893,7573,9380,7299
+,9689,9493,9012,1828,2492,8417
+,724,9980,9455,832,1803,458
+,8595,628,5700,4288,5181,3706
+,6086,4773,6219,2264,2809,3928
+,3789,2070,881,3817,5374,9553
+,507,9380,5077,3370,2794,5119
+,8388,4005,7187,5039,7225,6355
+,5338,3313,4440,5135,8350,1774
+,3316,174,7608,3427,8329,3264
-,856,0,0,0,0,0
+,4664,1137,4976,9632,2925,3563
+,2353,5595,3909,6544,6977,4627
+,4256,5318,6458,4122,5047,7138
+,5171,7459,8058,2416,3135,7154
+,4885,7209,1360,636,6317,4959
+,2076,1580,1287,1752,8068,4424
+,4850,1251,7456,559,5863,9192
+,4139,5977,2952,5053,2192,9796
+,2364,7752,2211,1131,1848,1780
+,3161,410,7763,4247,8589,3177
+,1389,3876,9911,7378,9632,3406
+,2139,5762,681,6654,1969,6113
+,206,6313,9485,5249,8139,2825
+,9955,3881,7530,5981,4626,4660
+,5709,2546,975,2278,7694,6243
+,953,7329,56,6255,8331,8288
+,2322,8792,3945,28,5963,3263
-,178,0,0,0,0,0
-,923,0,0,0,0,0
+,7545,5226,1944,1722,2713,2090
+,109,514,3195,8564,8131,3435
+,4299,6033,4005,2102,2489,4459
+,2415,4299,259,7536,7141,6331
+,6833,4687,4698,16,3127,8503
+,7616,9588,8247,294,3140,5659
+,7683,5591,8945,620,4472,9890
-,484,0,0,0,0,0
+,2998,4727,4845,2147,5096,1662
+,2958,10000,3441,7317,6659,5477
+,1605,3972,9216,8522,7467,4329
